36,select * from SpecObjAll where specObjId=#
2019-04-15 00:25:00,1
2019-04-15 00:32:00,1
2019-04-15 01:06:00,1
2019-04-15 01:15:00,1
2019-04-15 01:22:00,1
2019-04-15 02:32:00,1
2019-04-15 02:35:00,1
2019-04-15 03:33:00,1
2019-04-15 03:40:00,1
2019-04-15 04:49:00,1
2019-04-15 05:42:00,1
2019-04-15 05:50:00,1
2019-04-15 06:08:00,1
2019-04-15 06:14:00,1
2019-04-15 06:51:00,1
2019-04-15 07:00:00,1
2019-04-15 07:03:00,1
2019-04-15 07:20:00,2
2019-04-15 08:00:00,1
2019-04-15 08:06:00,1
2019-04-15 08:18:00,1
2019-04-15 09:16:00,1
2019-04-15 10:33:00,1
2019-04-15 10:34:00,2
2019-04-15 11:04:00,1
2019-04-15 11:09:00,1
2019-04-15 11:20:00,1
2019-04-15 11:48:00,1
2019-04-15 11:54:00,1
2019-04-15 12:57:00,1
2019-04-15 17:39:00,1
2019-04-15 19:03:00,1
2019-04-15 20:29:00,1
2019-04-15 23:47:00,1
