14,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-04-15 04:46:00,1
2019-04-15 06:06:00,1
2019-04-15 13:02:00,1
2019-04-15 14:52:00,1
2019-04-15 16:38:00,1
2019-04-15 16:43:00,1
2019-04-15 16:47:00,1
2019-04-15 16:50:00,1
2019-04-15 16:53:00,1
2019-04-15 17:02:00,1
2019-04-15 17:08:00,1
2019-04-15 17:12:00,1
2019-04-15 17:14:00,1
2019-04-15 17:23:00,1
