4433,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-04-15 17:21:00,33
2019-04-15 17:22:00,45
2019-04-15 17:23:00,47
2019-04-15 17:24:00,47
2019-04-15 17:25:00,46
2019-04-15 17:26:00,46
2019-04-15 17:27:00,46
2019-04-15 17:28:00,45
2019-04-15 17:29:00,47
2019-04-15 17:30:00,47
2019-04-15 17:31:00,44
2019-04-15 17:32:00,36
2019-04-15 17:33:00,45
2019-04-15 17:34:00,43
2019-04-15 17:35:00,45
2019-04-15 17:36:00,41
2019-04-15 17:37:00,47
2019-04-15 17:38:00,45
2019-04-15 17:39:00,45
2019-04-15 17:40:00,44
2019-04-15 17:41:00,45
2019-04-15 17:42:00,42
2019-04-15 17:43:00,53
2019-04-15 17:44:00,51
2019-04-15 17:45:00,54
2019-04-15 17:46:00,50
2019-04-15 17:47:00,51
2019-04-15 17:48:00,51
2019-04-15 17:49:00,51
2019-04-15 17:50:00,52
2019-04-15 17:51:00,47
2019-04-15 17:52:00,49
2019-04-15 17:53:00,52
2019-04-15 17:54:00,51
2019-04-15 17:55:00,51
2019-04-15 17:56:00,49
2019-04-15 17:57:00,46
2019-04-15 17:58:00,55
2019-04-15 17:59:00,57
2019-04-15 18:00:00,55
2019-04-15 18:01:00,52
2019-04-15 18:02:00,57
2019-04-15 18:03:00,55
2019-04-15 18:04:00,56
2019-04-15 18:05:00,40
2019-04-15 18:06:00,45
2019-04-15 18:07:00,48
2019-04-15 18:08:00,55
2019-04-15 18:09:00,54
2019-04-15 18:10:00,52
2019-04-15 18:11:00,53
2019-04-15 18:12:00,54
2019-04-15 18:13:00,54
2019-04-15 18:14:00,54
2019-04-15 18:15:00,52
2019-04-15 18:16:00,54
2019-04-15 18:17:00,46
2019-04-15 18:18:00,61
2019-04-15 18:19:00,60
2019-04-15 18:20:00,62
2019-04-15 18:21:00,58
2019-04-15 18:22:00,47
2019-04-15 18:23:00,42
2019-04-15 18:24:00,28
2019-04-15 18:25:00,40
2019-04-15 18:26:00,58
2019-04-15 18:27:00,55
2019-04-15 18:28:00,56
2019-04-15 18:29:00,56
2019-04-15 18:30:00,54
2019-04-15 18:31:00,60
2019-04-15 18:32:00,53
2019-04-15 18:33:00,54
2019-04-15 18:34:00,56
2019-04-15 18:35:00,57
2019-04-15 18:36:00,54
2019-04-15 18:37:00,36
2019-04-15 18:38:00,61
2019-04-15 18:39:00,58
2019-04-15 18:40:00,57
2019-04-15 18:41:00,45
2019-04-15 18:42:00,59
2019-04-15 18:43:00,58
2019-04-15 18:44:00,57
2019-04-15 18:45:00,57
2019-04-15 18:46:00,57
2019-04-15 18:47:00,59
2019-04-15 18:48:00,41
