58,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-04-15 02:15:00,2
2019-04-15 06:20:00,1
2019-04-15 07:13:00,6
2019-04-15 07:14:00,7
2019-04-15 07:15:00,5
2019-04-15 07:18:00,2
2019-04-15 10:52:00,10
2019-04-15 13:03:00,1
2019-04-15 15:12:00,2
2019-04-15 19:04:00,1
2019-04-15 19:24:00,1
2019-04-15 19:25:00,1
2019-04-15 19:26:00,1
2019-04-15 19:35:00,1
2019-04-15 19:56:00,10
2019-04-15 21:53:00,1
2019-04-15 22:03:00,2
2019-04-15 22:07:00,3
2019-04-15 22:12:00,1
