14,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-04-15 06:27:00,1
2019-04-15 08:06:00,1
2019-04-15 08:09:00,1
2019-04-15 11:05:00,1
2019-04-15 12:33:00,1
2019-04-15 12:38:00,1
2019-04-15 12:47:00,1
2019-04-15 21:56:00,1
2019-04-15 21:58:00,1
2019-04-15 22:12:00,1
2019-04-15 22:17:00,1
2019-04-15 22:26:00,1
2019-04-15 22:43:00,1
2019-04-15 22:50:00,1
