44,select distinct parent from DBViewCols where viewname=&&&
2019-09-05 00:48:00,1
2019-09-05 00:56:00,1
2019-09-05 02:13:00,1
2019-09-05 02:21:00,1
2019-09-05 04:03:00,1
2019-09-05 05:34:00,1
2019-09-05 06:06:00,1
2019-09-05 06:08:00,1
2019-09-05 06:11:00,1
2019-09-05 06:58:00,1
2019-09-05 07:34:00,1
2019-09-05 09:41:00,1
2019-09-05 09:48:00,1
2019-09-05 09:49:00,2
2019-09-05 09:50:00,1
2019-09-05 09:57:00,2
2019-09-05 09:59:00,1
2019-09-05 10:10:00,1
2019-09-05 10:17:00,1
2019-09-05 10:29:00,1
2019-09-05 10:30:00,1
2019-09-05 10:35:00,1
2019-09-05 12:23:00,1
2019-09-05 13:29:00,1
2019-09-05 13:38:00,1
2019-09-05 13:45:00,1
2019-09-05 13:54:00,2
2019-09-05 14:08:00,2
2019-09-05 14:11:00,1
2019-09-05 15:06:00,1
2019-09-05 15:28:00,1
2019-09-05 17:36:00,1
2019-09-05 17:47:00,1
2019-09-05 17:49:00,1
2019-09-05 17:51:00,2
2019-09-05 18:51:00,1
2019-09-05 19:40:00,1
2019-09-05 21:43:00,1
2019-09-05 22:09:00,1
