90,"SELECT p.objid, p.ra, p.dec, f.fieldid, p.field, p.InsideMask, p.u, p.err_u, p.g, p.err_g, p.r, p.err_r, p.i, p.err_i, p.z, p.err_z, p.type, f.quality, p.specObjID FROM PhotoPrimary AS p JOIN Field AS f ON f.fieldid = p.fieldid WHERE (clean = #) AND ((f.quality = #) OR (f.quality = #)) AND (p.type = dbo.fPhotoType(&&&) OR p.type = dbo.fPhotoType(&&&)) AND (p.ra BETWEEN # AND #) AND p.dec BETWEEN # AND # AND ((p.InsideMask = #) OR (p.InsideMask = #) OR (p.InsideMask = #)) AND (#/p.err_u > #) AND (#/p.err_g > #) AND (#/p.err_r > #) AND (#/p.err_i > #) AND (#/p.err_z > #)"
2019-09-05 09:28:00,4
2019-09-05 09:29:00,18
2019-09-05 09:37:00,22
2019-09-05 10:53:00,6
2019-09-05 10:59:00,6
2019-09-05 11:38:00,4
2019-09-05 11:39:00,2
2019-09-05 11:55:00,4
2019-09-05 11:56:00,2
2019-09-05 14:52:00,3
2019-09-05 14:53:00,7
2019-09-05 14:54:00,1
2019-09-05 15:27:00,7
2019-09-05 15:28:00,4
