14675,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-05 00:00:00,4
2019-09-05 00:01:00,35
2019-09-05 00:02:00,2
2019-09-05 00:03:00,21
2019-09-05 00:05:00,6
2019-09-05 00:06:00,21
2019-09-05 00:08:00,13
2019-09-05 00:10:00,4
2019-09-05 00:11:00,35
2019-09-05 00:12:00,2
2019-09-05 00:13:00,21
2019-09-05 00:15:00,6
2019-09-05 00:16:00,19
2019-09-05 00:18:00,13
2019-09-05 00:20:00,3
2019-09-05 00:21:00,36
2019-09-05 00:22:00,2
2019-09-05 00:23:00,21
2019-09-05 00:25:00,6
2019-09-05 00:26:00,19
2019-09-05 00:28:00,13
2019-09-05 00:30:00,3
2019-09-05 00:31:00,35
2019-09-05 00:32:00,2
2019-09-05 00:33:00,22
2019-09-05 00:35:00,6
2019-09-05 00:36:00,20
2019-09-05 00:38:00,13
2019-09-05 00:40:00,3
2019-09-05 00:41:00,35
2019-09-05 00:42:00,1
2019-09-05 00:43:00,22
2019-09-05 00:45:00,6
2019-09-05 00:46:00,21
2019-09-05 00:48:00,13
2019-09-05 00:50:00,3
2019-09-05 00:51:00,35
2019-09-05 00:52:00,1
2019-09-05 00:53:00,22
2019-09-05 00:55:00,6
2019-09-05 00:56:00,22
2019-09-05 00:58:00,14
2019-09-05 01:00:00,3
2019-09-05 01:01:00,36
2019-09-05 01:02:00,1
2019-09-05 01:03:00,22
2019-09-05 01:05:00,6
2019-09-05 01:06:00,19
2019-09-05 01:08:00,14
2019-09-05 01:10:00,3
2019-09-05 01:11:00,38
2019-09-05 01:12:00,1
2019-09-05 01:13:00,22
2019-09-05 01:15:00,6
2019-09-05 01:16:00,21
2019-09-05 01:18:00,13
2019-09-05 01:20:00,3
2019-09-05 01:21:00,36
2019-09-05 01:22:00,1
2019-09-05 01:23:00,23
2019-09-05 01:25:00,6
2019-09-05 01:26:00,19
2019-09-05 01:28:00,13
2019-09-05 01:30:00,3
2019-09-05 01:31:00,35
2019-09-05 01:32:00,1
2019-09-05 01:33:00,22
2019-09-05 01:35:00,6
2019-09-05 01:36:00,19
2019-09-05 01:38:00,15
2019-09-05 01:40:00,3
2019-09-05 01:41:00,35
2019-09-05 01:42:00,1
2019-09-05 01:43:00,23
2019-09-05 01:45:00,6
2019-09-05 01:46:00,19
2019-09-05 01:48:00,13
2019-09-05 01:50:00,3
2019-09-05 01:51:00,35
2019-09-05 01:52:00,1
2019-09-05 01:53:00,22
2019-09-05 01:55:00,6
2019-09-05 01:56:00,20
2019-09-05 01:58:00,13
2019-09-05 02:00:00,3
2019-09-05 02:01:00,35
2019-09-05 02:02:00,1
2019-09-05 02:03:00,26
2019-09-05 02:05:00,6
2019-09-05 02:06:00,19
2019-09-05 02:08:00,15
2019-09-05 02:10:00,7
2019-09-05 02:11:00,35
2019-09-05 02:13:00,24
2019-09-05 02:15:00,6
2019-09-05 02:16:00,20
2019-09-05 02:18:00,15
2019-09-05 02:20:00,4
2019-09-05 02:21:00,36
2019-09-05 02:23:00,23
2019-09-05 02:25:00,6
2019-09-05 02:26:00,19
2019-09-05 02:28:00,13
2019-09-05 02:30:00,5
2019-09-05 02:31:00,35
2019-09-05 02:33:00,23
2019-09-05 02:35:00,6
2019-09-05 02:36:00,21
2019-09-05 02:38:00,13
2019-09-05 02:40:00,5
2019-09-05 02:41:00,36
2019-09-05 02:43:00,23
2019-09-05 02:45:00,6
2019-09-05 02:46:00,20
2019-09-05 02:48:00,14
2019-09-05 02:50:00,5
2019-09-05 02:51:00,36
2019-09-05 02:53:00,23
2019-09-05 02:55:00,6
2019-09-05 02:56:00,19
2019-09-05 02:58:00,13
2019-09-05 03:00:00,3
2019-09-05 03:01:00,40
2019-09-05 03:03:00,25
2019-09-05 03:05:00,6
2019-09-05 03:06:00,10
2019-09-05 03:08:00,13
2019-09-05 03:10:00,3
2019-09-05 03:11:00,35
2019-09-05 03:13:00,23
2019-09-05 03:15:00,6
2019-09-05 03:16:00,20
2019-09-05 03:18:00,15
