474,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-09-05 00:00:00,1
2019-09-05 00:03:00,1
2019-09-05 00:14:00,1
2019-09-05 00:15:00,1
2019-09-05 00:29:00,1
2019-09-05 00:30:00,1
2019-09-05 00:42:00,1
2019-09-05 00:43:00,1
2019-09-05 00:48:00,2
2019-09-05 00:54:00,2
2019-09-05 00:59:00,1
2019-09-05 01:00:00,1
2019-09-05 01:04:00,1
2019-09-05 01:10:00,2
2019-09-05 01:17:00,1
2019-09-05 01:20:00,1
2019-09-05 01:21:00,1
2019-09-05 01:27:00,2
2019-09-05 01:33:00,2
2019-09-05 01:40:00,2
2019-09-05 01:43:00,1
2019-09-05 01:44:00,1
2019-09-05 01:46:00,1
2019-09-05 01:47:00,1
2019-09-05 01:48:00,1
2019-09-05 01:50:00,1
2019-09-05 01:51:00,1
2019-09-05 02:00:00,2
2019-09-05 02:06:00,2
2019-09-05 02:08:00,1
2019-09-05 02:18:00,1
2019-09-05 02:19:00,1
2019-09-05 02:31:00,1
2019-09-05 02:32:00,1
2019-09-05 02:43:00,1
2019-09-05 02:44:00,1
2019-09-05 02:55:00,2
2019-09-05 03:06:00,1
2019-09-05 03:07:00,1
2019-09-05 03:10:00,1
2019-09-05 03:11:00,2
2019-09-05 03:15:00,2
2019-09-05 03:19:00,1
2019-09-05 04:07:00,2
2019-09-05 04:55:00,2
2019-09-05 05:05:00,1
2019-09-05 05:06:00,1
2019-09-05 05:11:00,1
2019-09-05 05:12:00,1
2019-09-05 05:13:00,1
2019-09-05 05:15:00,2
2019-09-05 05:18:00,1
2019-09-05 05:21:00,1
2019-09-05 05:27:00,2
2019-09-05 05:32:00,2
2019-09-05 05:37:00,1
2019-09-05 05:38:00,1
2019-09-05 05:41:00,2
2019-09-05 05:43:00,2
2019-09-05 05:46:00,1
2019-09-05 05:47:00,2
2019-09-05 05:55:00,1
2019-09-05 06:04:00,2
2019-09-05 06:07:00,1
2019-09-05 06:08:00,1
2019-09-05 06:09:00,2
2019-09-05 06:11:00,1
2019-09-05 06:14:00,2
2019-09-05 06:18:00,1
2019-09-05 06:19:00,1
2019-09-05 06:24:00,1
2019-09-05 06:25:00,1
2019-09-05 06:29:00,1
2019-09-05 06:35:00,2
2019-09-05 06:37:00,1
2019-09-05 06:39:00,1
2019-09-05 06:40:00,1
2019-09-05 06:41:00,1
2019-09-05 06:43:00,1
2019-09-05 06:45:00,1
2019-09-05 06:47:00,1
2019-09-05 06:50:00,2
2019-09-05 06:54:00,2
2019-09-05 06:57:00,1
2019-09-05 07:00:00,1
2019-09-05 07:03:00,1
2019-09-05 07:06:00,2
2019-09-05 07:09:00,1
2019-09-05 07:12:00,1
2019-09-05 07:13:00,1
2019-09-05 07:16:00,1
2019-09-05 07:18:00,1
2019-09-05 07:20:00,1
2019-09-05 07:22:00,1
2019-09-05 07:25:00,1
2019-09-05 07:28:00,1
2019-09-05 07:29:00,1
2019-09-05 07:31:00,1
2019-09-05 07:33:00,1
2019-09-05 07:35:00,1
2019-09-05 07:36:00,1
2019-09-05 07:38:00,2
2019-09-05 07:42:00,1
2019-09-05 07:45:00,2
2019-09-05 07:50:00,2
2019-09-05 07:54:00,2
2019-09-05 07:59:00,1
2019-09-05 08:01:00,1
2019-09-05 08:03:00,2
2019-09-05 08:07:00,1
2019-09-05 08:10:00,1
2019-09-05 08:11:00,1
2019-09-05 08:14:00,2
2019-09-05 08:17:00,1
2019-09-05 08:19:00,2
2019-09-05 08:24:00,1
2019-09-05 08:27:00,1
2019-09-05 08:28:00,1
2019-09-05 08:31:00,1
2019-09-05 08:34:00,2
2019-09-05 08:39:00,1
2019-09-05 08:41:00,2
2019-09-05 08:46:00,2
2019-09-05 08:51:00,1
2019-09-05 08:53:00,2
2019-09-05 08:56:00,2
2019-09-05 08:58:00,1
2019-09-05 09:01:00,1
2019-09-05 09:02:00,1
2019-09-05 09:04:00,1
2019-09-05 09:05:00,2
2019-09-05 09:07:00,1
2019-09-05 09:09:00,1
2019-09-05 09:11:00,1
2019-09-05 09:12:00,1
2019-09-05 09:15:00,2
2019-09-05 09:20:00,1
2019-09-05 09:22:00,1
2019-09-05 09:23:00,2
2019-09-05 09:24:00,1
2019-09-05 09:25:00,2
2019-09-05 09:27:00,1
2019-09-05 09:28:00,1
2019-09-05 09:29:00,1
2019-09-05 09:30:00,1
2019-09-05 09:31:00,2
2019-09-05 09:33:00,1
2019-09-05 09:34:00,2
2019-09-05 09:36:00,1
2019-09-05 09:38:00,1
2019-09-05 09:40:00,1
2019-09-05 09:41:00,2
2019-09-05 09:45:00,2
2019-09-05 09:48:00,1
2019-09-05 09:50:00,3
2019-09-05 09:53:00,1
2019-09-05 09:54:00,2
2019-09-05 09:58:00,1
2019-09-05 09:59:00,1
2019-09-05 10:04:00,2
2019-09-05 10:10:00,2
2019-09-05 10:15:00,1
2019-09-05 10:18:00,2
2019-09-05 10:23:00,2
2019-09-05 10:27:00,2
2019-09-05 10:32:00,1
2019-09-05 10:34:00,1
2019-09-05 10:38:00,2
2019-09-05 10:44:00,2
2019-09-05 10:47:00,1
2019-09-05 10:49:00,1
2019-09-05 10:51:00,1
2019-09-05 10:54:00,1
2019-09-05 10:55:00,1
2019-09-05 10:57:00,1
2019-09-05 10:58:00,1
2019-09-05 10:59:00,1
2019-09-05 11:02:00,2
2019-09-05 11:06:00,1
2019-09-05 11:07:00,2
2019-09-05 11:10:00,1
2019-09-05 11:12:00,1
2019-09-05 11:14:00,1
2019-09-05 11:16:00,2
2019-09-05 11:18:00,2
2019-09-05 11:21:00,1
2019-09-05 11:22:00,1
2019-09-05 11:23:00,1
2019-09-05 11:28:00,1
2019-09-05 11:30:00,2
2019-09-05 11:34:00,2
2019-09-05 11:37:00,1
2019-09-05 11:42:00,1
2019-09-05 11:43:00,1
2019-09-05 11:46:00,2
2019-09-05 11:49:00,1
2019-09-05 11:50:00,1
2019-09-05 11:53:00,1
2019-09-05 11:55:00,2
2019-09-05 11:58:00,1
2019-09-05 11:59:00,2
2019-09-05 12:03:00,2
2019-09-05 12:07:00,1
2019-09-05 12:09:00,1
2019-09-05 12:12:00,1
2019-09-05 12:14:00,1
2019-09-05 12:16:00,2
2019-09-05 12:19:00,1
2019-09-05 12:22:00,1
2019-09-05 12:25:00,1
2019-09-05 12:26:00,1
2019-09-05 12:35:00,1
2019-09-05 12:43:00,1
2019-09-05 12:45:00,2
2019-09-05 12:49:00,2
2019-09-05 12:56:00,1
2019-09-05 12:57:00,1
2019-09-05 13:16:00,2
2019-09-05 13:21:00,1
2019-09-05 13:23:00,1
2019-09-05 13:24:00,1
2019-09-05 13:26:00,1
2019-09-05 13:29:00,1
2019-09-05 13:31:00,2
2019-09-05 13:35:00,1
2019-09-05 13:37:00,1
2019-09-05 13:39:00,1
2019-09-05 13:42:00,1
2019-09-05 13:44:00,1
2019-09-05 13:46:00,1
2019-09-05 13:48:00,1
2019-09-05 13:50:00,1
2019-09-05 13:53:00,1
2019-09-05 13:55:00,1
2019-09-05 13:58:00,1
2019-09-05 14:01:00,1
2019-09-05 14:02:00,1
2019-09-05 14:11:00,1
2019-09-05 14:19:00,1
2019-09-05 14:20:00,1
2019-09-05 14:29:00,1
2019-09-05 14:31:00,1
2019-09-05 14:35:00,1
2019-09-05 14:38:00,2
2019-09-05 14:45:00,1
2019-09-05 14:46:00,1
2019-09-05 14:52:00,1
2019-09-05 14:53:00,1
2019-09-05 14:59:00,1
2019-09-05 15:04:00,2
2019-09-05 15:09:00,1
2019-09-05 15:13:00,1
2019-09-05 15:14:00,1
2019-09-05 15:20:00,1
2019-09-05 15:22:00,1
