108,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-09-05 00:44:00,1
2019-09-05 01:45:00,1
2019-09-05 02:44:00,1
2019-09-05 03:43:00,9
2019-09-05 03:44:00,1
2019-09-05 04:44:00,1
2019-09-05 05:45:00,1
2019-09-05 05:50:00,9
2019-09-05 06:42:00,3
2019-09-05 06:43:00,2
2019-09-05 06:44:00,3
2019-09-05 06:45:00,3
2019-09-05 06:46:00,4
2019-09-05 06:47:00,2
2019-09-05 07:26:00,9
2019-09-05 07:44:00,1
2019-09-05 07:46:00,9
2019-09-05 08:45:00,1
2019-09-05 09:45:00,1
2019-09-05 10:45:00,1
2019-09-05 11:32:00,9
2019-09-05 11:44:00,1
2019-09-05 12:44:00,1
2019-09-05 13:44:00,1
2019-09-05 14:45:00,1
2019-09-05 14:56:00,8
2019-09-05 14:57:00,1
2019-09-05 15:45:00,1
2019-09-05 16:45:00,1
2019-09-05 17:44:00,10
2019-09-05 17:47:00,9
2019-09-05 18:45:00,1
2019-09-05 19:44:00,1
