184,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-09-05 00:00:00,2
2019-09-05 00:01:00,1
2019-09-05 00:06:00,1
2019-09-05 00:07:00,1
2019-09-05 00:08:00,2
2019-09-05 00:09:00,3
2019-09-05 00:10:00,1
2019-09-05 00:11:00,1
2019-09-05 00:19:00,1
2019-09-05 00:21:00,1
2019-09-05 00:23:00,2
2019-09-05 00:25:00,1
2019-09-05 00:33:00,1
2019-09-05 00:37:00,1
2019-09-05 00:38:00,2
2019-09-05 00:39:00,1
2019-09-05 00:40:00,1
2019-09-05 00:44:00,1
2019-09-05 00:51:00,1
2019-09-05 00:55:00,1
2019-09-05 01:03:00,1
2019-09-05 01:10:00,1
2019-09-05 01:11:00,1
2019-09-05 01:20:00,1
2019-09-05 01:22:00,1
2019-09-05 01:23:00,1
2019-09-05 01:25:00,1
2019-09-05 01:26:00,1
2019-09-05 01:29:00,1
2019-09-05 01:30:00,3
2019-09-05 01:31:00,1
2019-09-05 01:32:00,1
2019-09-05 01:40:00,1
2019-09-05 01:43:00,2
2019-09-05 01:44:00,1
2019-09-05 01:46:00,1
2019-09-05 01:49:00,1
2019-09-05 01:52:00,1
2019-09-05 01:55:00,1
2019-09-05 02:03:00,1
2019-09-05 02:06:00,1
2019-09-05 02:08:00,1
2019-09-05 03:23:00,1
2019-09-05 03:25:00,2
2019-09-05 03:26:00,1
2019-09-05 03:28:00,2
2019-09-05 03:29:00,1
2019-09-05 03:30:00,1
2019-09-05 03:33:00,1
2019-09-05 03:36:00,1
2019-09-05 03:37:00,1
2019-09-05 03:38:00,1
2019-09-05 03:39:00,1
2019-09-05 03:42:00,1
2019-09-05 03:45:00,1
2019-09-05 03:49:00,1
2019-09-05 03:52:00,1
2019-09-05 03:55:00,1
2019-09-05 03:56:00,1
2019-09-05 03:58:00,1
2019-09-05 04:01:00,1
2019-09-05 04:05:00,1
2019-09-05 04:14:00,1
2019-09-05 04:18:00,1
2019-09-05 04:21:00,1
2019-09-05 04:23:00,1
2019-09-05 04:31:00,1
2019-09-05 04:32:00,1
2019-09-05 04:34:00,1
2019-09-05 04:41:00,1
2019-09-05 04:49:00,1
2019-09-05 04:52:00,1
2019-09-05 04:54:00,1
2019-09-05 04:57:00,1
2019-09-05 05:00:00,1
2019-09-05 05:01:00,1
2019-09-05 05:10:00,1
2019-09-05 05:14:00,1
2019-09-05 05:23:00,1
2019-09-05 05:31:00,1
2019-09-05 05:40:00,1
2019-09-05 05:44:00,1
2019-09-05 05:53:00,1
2019-09-05 06:02:00,1
2019-09-05 06:10:00,1
2019-09-05 06:18:00,1
2019-09-05 06:22:00,1
2019-09-05 06:26:00,1
2019-09-05 06:35:00,1
2019-09-05 06:36:00,1
2019-09-05 06:43:00,1
2019-09-05 06:52:00,1
2019-09-05 06:56:00,1
2019-09-05 07:04:00,1
2019-09-05 07:07:00,1
2019-09-05 07:10:00,1
2019-09-05 07:18:00,1
2019-09-05 07:22:00,1
2019-09-05 07:25:00,1
2019-09-05 07:34:00,1
2019-09-05 07:42:00,1
2019-09-05 07:46:00,1
2019-09-05 07:48:00,1
2019-09-05 07:57:00,1
2019-09-05 08:05:00,1
2019-09-05 08:09:00,1
2019-09-05 08:17:00,1
2019-09-05 08:22:00,1
2019-09-05 08:26:00,1
2019-09-05 08:28:00,1
2019-09-05 08:30:00,1
2019-09-05 08:34:00,1
2019-09-05 08:38:00,1
2019-09-05 08:42:00,1
2019-09-05 08:44:00,1
2019-09-05 08:53:00,1
2019-09-05 08:57:00,1
2019-09-05 09:05:00,1
2019-09-05 09:09:00,1
2019-09-05 09:19:00,1
2019-09-05 09:28:00,1
2019-09-05 09:37:00,1
2019-09-05 09:40:00,1
2019-09-05 09:44:00,1
2019-09-05 09:48:00,1
2019-09-05 09:58:00,1
2019-09-05 10:05:00,1
2019-09-05 10:14:00,1
2019-09-05 10:23:00,1
2019-09-05 10:30:00,1
2019-09-05 10:35:00,1
2019-09-05 10:42:00,1
2019-09-05 10:50:00,1
2019-09-05 10:58:00,1
2019-09-05 11:02:00,1
2019-09-05 11:11:00,1
2019-09-05 11:15:00,1
2019-09-05 11:18:00,1
2019-09-05 11:21:00,1
2019-09-05 11:24:00,1
2019-09-05 11:29:00,1
2019-09-05 11:31:00,1
2019-09-05 11:39:00,1
2019-09-05 11:42:00,1
2019-09-05 11:43:00,1
2019-09-05 11:44:00,1
2019-09-05 11:54:00,1
2019-09-05 11:57:00,1
2019-09-05 12:00:00,1
2019-09-05 12:05:00,1
2019-09-05 12:08:00,1
2019-09-05 12:16:00,1
2019-09-05 12:20:00,1
2019-09-05 12:28:00,1
2019-09-05 12:31:00,1
2019-09-05 12:35:00,1
2019-09-05 12:42:00,1
2019-09-05 12:51:00,1
2019-09-05 12:59:00,1
2019-09-05 13:08:00,1
2019-09-05 13:11:00,1
2019-09-05 13:18:00,1
2019-09-05 13:22:00,1
2019-09-05 13:29:00,1
2019-09-05 13:33:00,1
2019-09-05 13:41:00,1
2019-09-05 13:44:00,1
2019-09-05 13:53:00,1
2019-09-05 13:57:00,1
2019-09-05 14:04:00,1
2019-09-05 14:06:00,1
2019-09-05 14:10:00,1
2019-09-05 14:15:00,1
