23,select * from stellarMassStarformingPort where specObjId=#
2019-04-27 00:00:00,1
2019-04-27 00:13:00,1
2019-04-27 01:41:00,1
2019-04-27 02:01:00,2
2019-04-27 02:34:00,1
2019-04-27 04:10:00,1
2019-04-27 04:42:00,1
2019-04-27 06:44:00,1
2019-04-27 07:55:00,1
2019-04-27 08:19:00,1
2019-04-27 09:01:00,1
2019-04-27 09:08:00,1
2019-04-27 09:42:00,1
2019-04-27 10:13:00,1
2019-04-27 12:21:00,1
2019-04-27 12:24:00,1
2019-04-27 13:29:00,1
2019-04-27 18:15:00,1
2019-04-27 19:36:00,1
2019-04-27 22:00:00,1
2019-04-27 23:07:00,1
2019-04-27 23:10:00,1
