24,select * from stellarMassFSPSGranWideDust where specObjId=#
2019-04-27 00:08:00,1
2019-04-27 02:32:00,1
2019-04-27 02:42:00,1
2019-04-27 02:53:00,1
2019-04-27 06:04:00,1
2019-04-27 06:36:00,1
2019-04-27 06:44:00,1
2019-04-27 06:49:00,1
2019-04-27 06:56:00,1
2019-04-27 08:09:00,1
2019-04-27 08:43:00,1
2019-04-27 10:03:00,1
2019-04-27 11:46:00,1
2019-04-27 13:40:00,1
2019-04-27 14:47:00,1
2019-04-27 15:39:00,1
2019-04-27 15:42:00,1
2019-04-27 16:40:00,1
2019-04-27 17:07:00,1
2019-04-27 19:28:00,1
2019-04-27 21:28:00,1
2019-04-27 22:50:00,1
2019-04-27 22:53:00,1
2019-04-27 23:53:00,1
