26,select * from stellarMassFSPSGranEarlyNoDust where specObjId=#
2019-04-27 00:37:00,1
2019-04-27 02:24:00,1
2019-04-27 03:00:00,1
2019-04-27 03:53:00,1
2019-04-27 04:35:00,1
2019-04-27 07:03:00,1
2019-04-27 08:54:00,1
2019-04-27 10:27:00,1
2019-04-27 10:49:00,1
2019-04-27 11:52:00,1
2019-04-27 12:45:00,1
2019-04-27 13:16:00,1
2019-04-27 14:15:00,1
2019-04-27 14:22:00,1
2019-04-27 16:40:00,1
2019-04-27 16:46:00,1
2019-04-27 18:34:00,1
2019-04-27 20:36:00,1
2019-04-27 20:43:00,1
2019-04-27 20:47:00,1
2019-04-27 20:49:00,1
2019-04-27 20:57:00,1
2019-04-27 22:02:00,1
2019-04-27 22:06:00,1
2019-04-27 22:53:00,1
2019-04-27 23:22:00,1
