21,select * from stellarMassPCAWiscM1# where specObjId=#
2019-04-27 00:17:00,1
2019-04-27 01:25:00,1
2019-04-27 02:10:00,1
2019-04-27 03:15:00,1
2019-04-27 04:22:00,1
2019-04-27 06:21:00,1
2019-04-27 08:33:00,1
2019-04-27 10:17:00,1
2019-04-27 12:17:00,1
2019-04-27 14:52:00,1
2019-04-27 15:32:00,1
2019-04-27 16:25:00,1
2019-04-27 16:36:00,1
2019-04-27 18:22:00,1
2019-04-27 19:14:00,1
2019-04-27 20:36:00,1
2019-04-27 20:57:00,1
2019-04-27 21:39:00,1
2019-04-27 21:47:00,1
2019-04-27 21:48:00,1
2019-04-27 21:55:00,1
