32,select * from sppLines where specObjId=#
2019-04-27 01:31:00,1
2019-04-27 01:34:00,1
2019-04-27 01:44:00,1
2019-04-27 01:51:00,1
2019-04-27 03:20:00,1
2019-04-27 03:46:00,1
2019-04-27 03:58:00,1
2019-04-27 04:14:00,1
2019-04-27 05:59:00,1
2019-04-27 07:37:00,1
2019-04-27 08:03:00,1
2019-04-27 08:14:00,1
2019-04-27 08:37:00,1
2019-04-27 09:30:00,1
2019-04-27 09:38:00,1
2019-04-27 09:56:00,1
2019-04-27 10:49:00,1
2019-04-27 11:09:00,1
2019-04-27 11:25:00,1
2019-04-27 11:41:00,1
2019-04-27 11:50:00,1
2019-04-27 12:01:00,1
2019-04-27 12:55:00,1
2019-04-27 13:59:00,1
2019-04-27 14:27:00,1
2019-04-27 15:58:00,1
2019-04-27 16:48:00,1
2019-04-27 16:57:00,1
2019-04-27 17:50:00,1
2019-04-27 18:03:00,1
2019-04-27 22:22:00,1
2019-04-27 22:48:00,1
