33,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-04-27 00:48:00,1
2019-04-27 05:31:00,1
2019-04-27 06:15:00,2
2019-04-27 06:25:00,1
2019-04-27 06:27:00,1
2019-04-27 08:45:00,1
2019-04-27 09:01:00,1
2019-04-27 09:35:00,1
2019-04-27 09:36:00,1
2019-04-27 09:37:00,1
2019-04-27 09:38:00,1
2019-04-27 09:40:00,1
2019-04-27 09:41:00,1
2019-04-27 10:02:00,2
2019-04-27 10:16:00,1
2019-04-27 10:30:00,2
2019-04-27 10:44:00,1
2019-04-27 11:24:00,1
2019-04-27 11:46:00,1
2019-04-27 13:00:00,1
2019-04-27 14:07:00,1
2019-04-27 14:08:00,1
2019-04-27 14:36:00,1
2019-04-27 14:39:00,2
2019-04-27 17:26:00,1
2019-04-27 17:30:00,1
2019-04-27 20:47:00,1
2019-04-27 20:57:00,1
2019-04-27 23:31:00,1
