9166,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-07-26 00:02:00,6
2019-07-26 00:03:00,59
2019-07-26 00:04:00,60
2019-07-26 00:05:00,57
2019-07-26 00:06:00,61
2019-07-26 00:07:00,61
2019-07-26 00:08:00,59
2019-07-26 00:09:00,59
2019-07-26 00:10:00,59
2019-07-26 00:11:00,60
2019-07-26 00:12:00,61
2019-07-26 00:13:00,61
2019-07-26 00:14:00,59
2019-07-26 00:15:00,60
2019-07-26 00:16:00,60
2019-07-26 00:17:00,58
2019-07-26 00:18:00,61
2019-07-26 00:19:00,60
2019-07-26 00:20:00,61
2019-07-26 00:21:00,59
2019-07-26 00:22:00,61
2019-07-26 00:23:00,58
2019-07-26 00:24:00,61
2019-07-26 00:25:00,60
2019-07-26 00:26:00,59
2019-07-26 00:27:00,61
2019-07-26 00:28:00,60
2019-07-26 00:29:00,57
2019-07-26 00:30:00,62
2019-07-26 00:31:00,8
2019-07-26 00:34:00,3
2019-07-26 00:35:00,61
2019-07-26 00:36:00,57
2019-07-26 00:37:00,61
2019-07-26 00:38:00,61
2019-07-26 00:39:00,58
2019-07-26 00:40:00,61
2019-07-26 00:41:00,58
2019-07-26 00:42:00,61
2019-07-26 00:43:00,60
2019-07-26 00:44:00,60
2019-07-26 00:45:00,61
2019-07-26 00:46:00,60
2019-07-26 00:47:00,59
2019-07-26 00:48:00,61
2019-07-26 00:49:00,60
2019-07-26 00:50:00,60
2019-07-26 00:51:00,61
2019-07-26 00:52:00,59
2019-07-26 00:53:00,59
2019-07-26 00:54:00,57
2019-07-26 00:55:00,58
2019-07-26 00:56:00,61
2019-07-26 00:57:00,61
2019-07-26 00:58:00,60
2019-07-26 00:59:00,57
2019-07-26 01:00:00,52
2019-07-26 01:01:00,57
2019-07-26 01:02:00,34
2019-07-26 01:23:00,30
2019-07-26 01:24:00,61
2019-07-26 01:25:00,59
2019-07-26 01:26:00,61
2019-07-26 01:27:00,60
2019-07-26 01:28:00,62
2019-07-26 01:29:00,59
2019-07-26 01:30:00,60
2019-07-26 01:31:00,60
2019-07-26 01:32:00,60
2019-07-26 01:33:00,61
2019-07-26 01:34:00,60
2019-07-26 01:35:00,61
2019-07-26 01:36:00,61
2019-07-26 01:37:00,59
2019-07-26 01:38:00,59
2019-07-26 01:39:00,60
2019-07-26 01:40:00,61
2019-07-26 01:41:00,57
2019-07-26 01:42:00,60
2019-07-26 01:43:00,61
2019-07-26 01:44:00,59
2019-07-26 01:45:00,60
2019-07-26 01:46:00,61
2019-07-26 01:47:00,59
2019-07-26 01:48:00,60
2019-07-26 01:49:00,23
2019-07-26 08:49:00,28
2019-07-26 08:50:00,61
2019-07-26 08:51:00,61
2019-07-26 08:52:00,61
2019-07-26 08:53:00,61
2019-07-26 08:54:00,62
2019-07-26 08:55:00,59
2019-07-26 08:56:00,62
2019-07-26 08:57:00,61
2019-07-26 08:58:00,58
2019-07-26 08:59:00,62
2019-07-26 09:00:00,55
2019-07-26 09:01:00,61
2019-07-26 09:02:00,61
2019-07-26 09:03:00,61
2019-07-26 09:04:00,62
2019-07-26 09:05:00,61
2019-07-26 09:06:00,60
2019-07-26 09:07:00,61
2019-07-26 09:08:00,61
2019-07-26 09:09:00,61
2019-07-26 09:10:00,62
2019-07-26 09:11:00,61
2019-07-26 09:12:00,61
2019-07-26 09:13:00,62
2019-07-26 09:14:00,61
2019-07-26 09:15:00,62
2019-07-26 09:16:00,60
2019-07-26 09:17:00,45
2019-07-26 11:24:00,23
2019-07-26 11:25:00,61
2019-07-26 11:26:00,61
2019-07-26 11:27:00,62
2019-07-26 11:28:00,62
2019-07-26 11:29:00,61
2019-07-26 11:30:00,62
2019-07-26 11:31:00,61
2019-07-26 11:32:00,62
2019-07-26 11:33:00,61
2019-07-26 11:34:00,30
2019-07-26 11:35:00,61
2019-07-26 11:36:00,61
2019-07-26 11:37:00,62
2019-07-26 11:38:00,62
2019-07-26 11:39:00,61
2019-07-26 11:40:00,61
2019-07-26 11:41:00,61
2019-07-26 11:42:00,62
2019-07-26 11:43:00,62
2019-07-26 11:44:00,62
2019-07-26 11:45:00,62
2019-07-26 11:46:00,63
2019-07-26 11:47:00,62
2019-07-26 11:48:00,61
2019-07-26 11:49:00,62
2019-07-26 11:50:00,32
2019-07-26 12:48:00,35
2019-07-26 12:49:00,62
2019-07-26 12:50:00,62
2019-07-26 12:51:00,62
2019-07-26 12:52:00,63
2019-07-26 12:53:00,62
2019-07-26 12:54:00,62
2019-07-26 12:55:00,62
2019-07-26 12:56:00,62
2019-07-26 12:57:00,62
2019-07-26 12:58:00,62
2019-07-26 12:59:00,59
2019-07-26 13:00:00,55
2019-07-26 13:01:00,60
2019-07-26 13:02:00,62
2019-07-26 13:03:00,63
2019-07-26 13:04:00,54
