120,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-26 16:11:00,6
2019-07-26 16:12:00,4
2019-07-26 16:13:00,4
2019-07-26 16:14:00,6
2019-07-26 16:15:00,2
2019-07-26 16:16:00,8
2019-07-26 16:17:00,2
2019-07-26 16:18:00,8
2019-07-26 16:33:00,2
2019-07-26 16:34:00,8
2019-07-26 16:35:00,2
2019-07-26 16:36:00,6
2019-07-26 16:37:00,2
2019-07-26 16:38:00,8
2019-07-26 16:39:00,2
2019-07-26 16:40:00,7
2019-07-26 16:41:00,3
2019-07-26 16:55:00,6
2019-07-26 16:56:00,4
2019-07-26 16:57:00,8
2019-07-26 16:58:00,2
2019-07-26 16:59:00,10
2019-07-26 17:00:00,2
2019-07-26 17:01:00,8
