14,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-07-26 14:04:00,1
2019-07-26 14:13:00,1
2019-07-26 14:28:00,1
2019-07-26 14:33:00,1
2019-07-26 14:37:00,1
2019-07-26 14:41:00,1
2019-07-26 14:50:00,1
2019-07-26 14:53:00,1
2019-07-26 14:56:00,1
2019-07-26 14:58:00,1
2019-07-26 15:23:00,1
2019-07-26 15:27:00,1
2019-07-26 15:32:00,1
2019-07-26 15:38:00,1
