458,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-07-26 18:03:00,226
2019-07-26 18:04:00,34
2019-07-26 18:07:00,131
2019-07-26 18:08:00,65
2019-07-26 19:27:00,2
