747,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-07-26 00:03:00,1
2019-07-26 00:33:00,42
2019-07-26 01:40:00,1
2019-07-26 02:39:00,1
2019-07-26 04:46:00,18
2019-07-26 06:22:00,42
2019-07-26 07:32:00,1
2019-07-26 07:33:00,41
2019-07-26 07:43:00,42
2019-07-26 11:02:00,1
2019-07-26 11:44:00,1
2019-07-26 12:00:00,18
2019-07-26 13:27:00,1
2019-07-26 13:32:00,42
2019-07-26 13:48:00,18
2019-07-26 15:07:00,42
2019-07-26 15:29:00,1
2019-07-26 15:35:00,42
2019-07-26 15:39:00,42
2019-07-26 15:53:00,1
2019-07-26 16:46:00,42
2019-07-26 17:48:00,1
2019-07-26 17:57:00,42
2019-07-26 18:31:00,1
2019-07-26 18:41:00,1
2019-07-26 19:11:00,1
2019-07-26 19:29:00,1
2019-07-26 19:37:00,42
2019-07-26 20:24:00,42
2019-07-26 20:41:00,1
2019-07-26 21:01:00,1
2019-07-26 21:06:00,42
2019-07-26 21:09:00,42
2019-07-26 21:29:00,1
2019-07-26 21:47:00,1
2019-07-26 22:24:00,42
2019-07-26 22:32:00,1
2019-07-26 22:47:00,1
2019-07-26 23:39:00,1
2019-07-26 23:56:00,1
2019-07-26 23:59:00,42
