228,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-07-26 00:10:00,1
2019-07-26 00:11:00,1
2019-07-26 00:31:00,1
2019-07-26 00:32:00,3
2019-07-26 00:33:00,5
2019-07-26 00:34:00,4
2019-07-26 00:35:00,1
2019-07-26 00:36:00,3
2019-07-26 00:45:00,4
2019-07-26 00:46:00,3
2019-07-26 00:47:00,1
2019-07-26 00:48:00,5
2019-07-26 00:49:00,4
2019-07-26 00:50:00,5
2019-07-26 00:51:00,2
2019-07-26 00:58:00,2
2019-07-26 00:59:00,2
2019-07-26 01:00:00,3
2019-07-26 01:01:00,1
2019-07-26 01:02:00,4
2019-07-26 01:03:00,5
2019-07-26 01:04:00,4
2019-07-26 01:05:00,5
2019-07-26 01:06:00,1
2019-07-26 01:07:00,3
2019-07-26 01:08:00,5
2019-07-26 01:09:00,1
2019-07-26 01:10:00,2
2019-07-26 01:15:00,6
2019-07-26 01:16:00,7
2019-07-26 01:17:00,3
2019-07-26 01:18:00,4
2019-07-26 01:19:00,3
2019-07-26 01:20:00,1
2019-07-26 01:21:00,3
2019-07-26 01:22:00,6
2019-07-26 01:23:00,3
2019-07-26 01:24:00,1
2019-07-26 01:25:00,5
2019-07-26 01:26:00,3
2019-07-26 01:27:00,5
2019-07-26 01:28:00,5
2019-07-26 01:29:00,1
2019-07-26 01:30:00,3
2019-07-26 01:31:00,2
2019-07-26 01:32:00,1
2019-07-26 01:34:00,3
2019-07-26 01:35:00,3
2019-07-26 01:36:00,4
2019-07-26 01:37:00,3
2019-07-26 01:42:00,1
2019-07-26 03:55:00,1
2019-07-26 04:25:00,1
2019-07-26 05:19:00,1
2019-07-26 09:13:00,1
2019-07-26 10:04:00,2
2019-07-26 11:24:00,2
2019-07-26 11:25:00,1
2019-07-26 11:34:00,1
2019-07-26 12:30:00,1
2019-07-26 12:31:00,3
2019-07-26 12:32:00,1
2019-07-26 12:39:00,1
2019-07-26 12:56:00,1
2019-07-26 13:02:00,1
2019-07-26 13:04:00,1
2019-07-26 13:05:00,1
2019-07-26 13:07:00,2
2019-07-26 13:08:00,2
2019-07-26 13:15:00,1
2019-07-26 13:16:00,2
2019-07-26 13:19:00,2
2019-07-26 14:07:00,1
2019-07-26 14:48:00,2
2019-07-26 14:57:00,1
2019-07-26 15:07:00,1
2019-07-26 16:57:00,1
2019-07-26 16:58:00,1
2019-07-26 17:04:00,1
2019-07-26 18:07:00,4
2019-07-26 18:08:00,3
2019-07-26 18:09:00,3
2019-07-26 18:10:00,4
2019-07-26 18:11:00,3
2019-07-26 18:12:00,1
2019-07-26 18:13:00,4
2019-07-26 18:14:00,2
2019-07-26 18:16:00,2
2019-07-26 18:17:00,2
2019-07-26 18:19:00,2
2019-07-26 18:20:00,1
2019-07-26 20:47:00,1
2019-07-26 20:48:00,2
