189,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-04-07 00:59:00,4
2019-04-07 01:02:00,2
2019-04-07 01:05:00,2
2019-04-07 01:10:00,2
2019-04-07 01:11:00,2
2019-04-07 01:17:00,2
2019-04-07 01:21:00,2
2019-04-07 01:26:00,2
2019-04-07 01:30:00,2
2019-04-07 01:36:00,2
2019-04-07 01:42:00,4
2019-04-07 01:48:00,2
2019-04-07 02:10:00,2
2019-04-07 02:13:00,2
2019-04-07 02:16:00,2
2019-04-07 02:18:00,2
2019-04-07 02:23:00,2
2019-04-07 02:24:00,2
2019-04-07 02:29:00,2
2019-04-07 02:30:00,2
2019-04-07 02:32:00,2
2019-04-07 02:35:00,2
2019-04-07 02:36:00,2
2019-04-07 02:41:00,2
2019-04-07 02:43:00,2
2019-04-07 02:47:00,2
2019-04-07 03:12:00,3
2019-04-07 03:15:00,2
2019-04-07 03:18:00,2
2019-04-07 03:22:00,3
2019-04-07 03:28:00,3
2019-04-07 03:32:00,3
2019-04-07 03:35:00,2
2019-04-07 03:37:00,3
2019-04-07 03:38:00,3
2019-04-07 03:44:00,1
2019-04-07 03:48:00,2
2019-04-07 03:51:00,1
2019-04-07 03:57:00,2
2019-04-07 04:03:00,1
2019-04-07 04:10:00,1
2019-04-07 04:13:00,2
2019-04-07 04:17:00,2
2019-04-07 04:23:00,1
2019-04-07 04:27:00,1
2019-04-07 04:32:00,1
2019-04-07 04:34:00,1
2019-04-07 04:38:00,1
2019-04-07 04:39:00,3
2019-04-07 04:40:00,2
2019-04-07 04:46:00,2
2019-04-07 05:25:00,4
2019-04-07 05:28:00,2
2019-04-07 05:29:00,2
2019-04-07 05:32:00,2
2019-04-07 05:34:00,2
2019-04-07 05:38:00,2
2019-04-07 07:47:00,4
2019-04-07 07:48:00,1
2019-04-07 07:51:00,6
2019-04-07 07:54:00,2
2019-04-07 07:56:00,2
2019-04-07 08:00:00,2
2019-04-07 08:10:00,2
2019-04-07 08:14:00,2
2019-04-07 08:18:00,2
2019-04-07 08:20:00,1
2019-04-07 08:29:00,2
2019-04-07 08:30:00,1
2019-04-07 08:33:00,1
2019-04-07 08:34:00,2
2019-04-07 08:40:00,2
2019-04-07 08:51:00,2
2019-04-07 08:54:00,4
2019-04-07 08:57:00,2
2019-04-07 09:00:00,1
2019-04-07 09:06:00,2
2019-04-07 09:34:00,2
2019-04-07 09:35:00,2
2019-04-07 09:38:00,4
2019-04-07 09:42:00,2
2019-04-07 09:44:00,2
2019-04-07 09:48:00,2
2019-04-07 09:57:00,1
2019-04-07 10:00:00,1
2019-04-07 10:01:00,1
2019-04-07 10:07:00,1
2019-04-07 10:17:00,1
2019-04-07 10:20:00,1
2019-04-07 10:21:00,1
2019-04-07 10:27:00,1
2019-04-07 10:38:00,2
2019-04-07 10:40:00,2
2019-04-07 10:42:00,2
