305,select * from fDocFunctionParams(&&&)
2019-04-07 00:01:00,1
2019-04-07 00:05:00,1
2019-04-07 00:06:00,1
2019-04-07 00:08:00,1
2019-04-07 00:17:00,2
2019-04-07 00:19:00,1
2019-04-07 00:20:00,1
2019-04-07 00:24:00,1
2019-04-07 00:26:00,1
2019-04-07 00:27:00,2
2019-04-07 00:28:00,5
2019-04-07 00:29:00,1
2019-04-07 00:34:00,2
2019-04-07 00:35:00,3
2019-04-07 00:37:00,1
2019-04-07 00:44:00,1
2019-04-07 00:45:00,1
2019-04-07 00:46:00,1
2019-04-07 00:49:00,2
2019-04-07 00:57:00,1
2019-04-07 00:58:00,2
2019-04-07 00:59:00,1
2019-04-07 01:01:00,3
2019-04-07 01:02:00,1
2019-04-07 01:03:00,1
2019-04-07 01:04:00,2
2019-04-07 01:05:00,1
2019-04-07 01:06:00,2
2019-04-07 01:07:00,2
2019-04-07 01:08:00,2
2019-04-07 01:09:00,1
2019-04-07 01:10:00,1
2019-04-07 01:11:00,2
2019-04-07 01:12:00,1
2019-04-07 01:13:00,2
2019-04-07 01:14:00,1
2019-04-07 01:17:00,2
2019-04-07 01:20:00,4
2019-04-07 01:21:00,2
2019-04-07 01:22:00,5
2019-04-07 01:23:00,6
2019-04-07 01:25:00,4
2019-04-07 01:26:00,1
2019-04-07 01:27:00,1
2019-04-07 01:28:00,1
2019-04-07 01:29:00,5
2019-04-07 01:30:00,1
2019-04-07 01:31:00,1
2019-04-07 01:32:00,1
2019-04-07 01:33:00,2
2019-04-07 01:34:00,1
2019-04-07 01:35:00,2
2019-04-07 01:36:00,1
2019-04-07 01:37:00,1
2019-04-07 01:38:00,1
2019-04-07 01:43:00,1
2019-04-07 01:58:00,1
2019-04-07 02:24:00,1
2019-04-07 02:27:00,1
2019-04-07 02:29:00,1
2019-04-07 02:30:00,1
2019-04-07 02:34:00,2
2019-04-07 02:35:00,1
2019-04-07 02:37:00,1
2019-04-07 02:41:00,1
2019-04-07 02:45:00,2
2019-04-07 02:46:00,2
2019-04-07 02:47:00,2
2019-04-07 02:48:00,1
2019-04-07 02:52:00,1
2019-04-07 02:55:00,2
2019-04-07 02:59:00,1
2019-04-07 03:09:00,1
2019-04-07 03:11:00,1
2019-04-07 03:19:00,1
2019-04-07 03:44:00,1
2019-04-07 03:50:00,1
2019-04-07 03:54:00,1
2019-04-07 03:55:00,1
2019-04-07 03:56:00,2
2019-04-07 04:00:00,1
2019-04-07 04:02:00,1
2019-04-07 04:09:00,2
2019-04-07 04:31:00,1
2019-04-07 04:36:00,1
2019-04-07 05:16:00,1
2019-04-07 05:18:00,1
2019-04-07 05:22:00,2
2019-04-07 05:39:00,1
2019-04-07 05:40:00,1
2019-04-07 05:49:00,1
2019-04-07 05:51:00,1
2019-04-07 05:53:00,1
2019-04-07 06:05:00,1
2019-04-07 06:16:00,1
2019-04-07 06:24:00,1
2019-04-07 06:30:00,1
2019-04-07 06:33:00,1
2019-04-07 07:00:00,1
2019-04-07 07:02:00,1
2019-04-07 07:09:00,1
2019-04-07 07:11:00,1
2019-04-07 07:13:00,1
2019-04-07 07:15:00,1
2019-04-07 07:16:00,1
2019-04-07 07:18:00,1
2019-04-07 07:19:00,1
2019-04-07 07:20:00,1
2019-04-07 07:21:00,1
2019-04-07 07:24:00,1
2019-04-07 07:25:00,1
2019-04-07 07:26:00,1
2019-04-07 07:28:00,1
2019-04-07 07:30:00,1
2019-04-07 07:38:00,1
2019-04-07 07:39:00,1
2019-04-07 07:40:00,1
2019-04-07 07:47:00,2
2019-04-07 07:48:00,1
2019-04-07 07:54:00,3
2019-04-07 08:03:00,1
2019-04-07 08:42:00,2
2019-04-07 08:50:00,1
2019-04-07 08:54:00,1
2019-04-07 08:56:00,1
2019-04-07 09:09:00,1
2019-04-07 09:12:00,2
2019-04-07 09:18:00,1
2019-04-07 09:22:00,2
2019-04-07 09:28:00,2
2019-04-07 09:31:00,1
2019-04-07 09:32:00,2
2019-04-07 09:35:00,1
2019-04-07 09:40:00,1
2019-04-07 09:42:00,1
2019-04-07 09:47:00,1
2019-04-07 09:57:00,1
2019-04-07 09:58:00,1
2019-04-07 10:01:00,1
2019-04-07 10:27:00,2
2019-04-07 10:29:00,1
2019-04-07 10:44:00,2
2019-04-07 13:49:00,6
2019-04-07 13:50:00,5
2019-04-07 14:11:00,2
2019-04-07 14:18:00,2
2019-04-07 14:19:00,1
2019-04-07 14:20:00,2
2019-04-07 14:21:00,2
2019-04-07 14:23:00,1
2019-04-07 14:24:00,1
2019-04-07 14:30:00,2
2019-04-07 14:31:00,1
2019-04-07 14:35:00,1
2019-04-07 14:37:00,1
2019-04-07 14:38:00,1
2019-04-07 14:40:00,1
2019-04-07 14:41:00,1
2019-04-07 14:43:00,1
2019-04-07 14:44:00,3
2019-04-07 14:45:00,1
2019-04-07 14:47:00,1
2019-04-07 14:49:00,1
2019-04-07 14:50:00,1
2019-04-07 14:53:00,1
2019-04-07 15:03:00,1
2019-04-07 15:05:00,2
2019-04-07 15:08:00,1
2019-04-07 15:27:00,1
2019-04-07 15:30:00,1
2019-04-07 16:00:00,1
2019-04-07 16:34:00,1
2019-04-07 16:44:00,1
2019-04-07 17:26:00,1
2019-04-07 17:53:00,1
2019-04-07 18:00:00,1
2019-04-07 18:31:00,1
2019-04-07 19:02:00,1
2019-04-07 19:14:00,1
2019-04-07 19:23:00,1
2019-04-07 19:24:00,1
2019-04-07 19:28:00,1
2019-04-07 19:31:00,1
2019-04-07 19:36:00,2
2019-04-07 19:37:00,1
2019-04-07 19:38:00,1
2019-04-07 19:54:00,1
2019-04-07 19:55:00,1
2019-04-07 19:56:00,1
2019-04-07 20:01:00,10
2019-04-07 20:02:00,13
2019-04-07 20:03:00,5
2019-04-07 20:34:00,1
