43,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-04-07 00:00:00,1
2019-04-07 00:09:00,1
2019-04-07 00:11:00,2
2019-04-07 01:04:00,1
2019-04-07 01:25:00,1
2019-04-07 01:44:00,1
2019-04-07 02:02:00,1
2019-04-07 02:20:00,1
2019-04-07 02:56:00,1
2019-04-07 04:18:00,1
2019-04-07 04:22:00,1
2019-04-07 04:51:00,1
2019-04-07 04:54:00,1
2019-04-07 05:15:00,1
2019-04-07 05:19:00,1
2019-04-07 05:26:00,1
2019-04-07 05:39:00,1
2019-04-07 05:55:00,1
2019-04-07 06:09:00,1
2019-04-07 07:19:00,1
2019-04-07 07:34:00,1
2019-04-07 07:38:00,1
2019-04-07 08:10:00,1
2019-04-07 08:14:00,1
2019-04-07 09:41:00,1
2019-04-07 15:28:00,1
2019-04-07 16:47:00,1
2019-04-07 17:35:00,1
2019-04-07 17:39:00,1
2019-04-07 17:51:00,2
2019-04-07 18:00:00,1
2019-04-07 20:24:00,1
2019-04-07 21:32:00,1
2019-04-07 22:00:00,1
2019-04-07 22:17:00,1
2019-04-07 22:26:00,1
2019-04-07 22:45:00,1
2019-04-07 23:02:00,1
2019-04-07 23:20:00,1
2019-04-07 23:38:00,1
2019-04-07 23:56:00,1
