25,select * from ELRedshift where specObjId=#
2019-04-07 00:00:00,1
2019-04-07 00:02:00,2
2019-04-07 00:03:00,1
2019-04-07 00:07:00,3
2019-04-07 00:08:00,1
2019-04-07 00:26:00,1
2019-04-07 00:28:00,1
2019-04-07 00:29:00,2
2019-04-07 00:34:00,1
2019-04-07 01:03:00,1
2019-04-07 01:05:00,1
2019-04-07 01:06:00,1
2019-04-07 01:07:00,1
2019-04-07 01:08:00,1
2019-04-07 01:15:00,1
2019-04-07 01:29:00,2
2019-04-07 01:38:00,1
2019-04-07 07:31:00,1
2019-04-07 08:02:00,1
2019-04-07 11:01:00,1
