80,select * from XCRedshift where specObjId=#
2019-04-07 00:00:00,1
2019-04-07 00:02:00,2
2019-04-07 00:03:00,3
2019-04-07 00:04:00,2
2019-04-07 00:07:00,6
2019-04-07 00:08:00,2
2019-04-07 00:14:00,1
2019-04-07 00:24:00,1
2019-04-07 00:26:00,1
2019-04-07 00:27:00,1
2019-04-07 00:28:00,3
2019-04-07 00:33:00,1
2019-04-07 00:35:00,2
2019-04-07 01:01:00,1
2019-04-07 01:03:00,1
2019-04-07 01:06:00,1
2019-04-07 01:21:00,2
2019-04-07 01:22:00,1
2019-04-07 01:26:00,1
2019-04-07 01:29:00,1
2019-04-07 01:36:00,1
2019-04-07 01:39:00,1
2019-04-07 01:43:00,1
2019-04-07 02:58:00,1
2019-04-07 03:53:00,1
2019-04-07 04:28:00,1
2019-04-07 05:00:00,1
2019-04-07 07:54:00,1
2019-04-07 07:55:00,1
2019-04-07 07:58:00,1
2019-04-07 08:02:00,1
2019-04-07 08:34:00,1
2019-04-07 09:08:00,1
2019-04-07 09:31:00,1
2019-04-07 09:33:00,1
2019-04-07 10:16:00,1
2019-04-07 10:17:00,1
2019-04-07 10:45:00,1
2019-04-07 10:47:00,1
2019-04-07 10:48:00,1
2019-04-07 10:53:00,1
2019-04-07 11:01:00,1
2019-04-07 12:03:00,1
2019-04-07 13:17:00,1
2019-04-07 14:08:00,1
2019-04-07 14:17:00,1
2019-04-07 14:22:00,1
2019-04-07 14:24:00,1
2019-04-07 14:54:00,1
2019-04-07 15:51:00,1
2019-04-07 16:26:00,1
2019-04-07 17:17:00,1
2019-04-07 17:19:00,1
2019-04-07 17:22:00,1
2019-04-07 17:31:00,1
2019-04-07 17:52:00,1
2019-04-07 17:55:00,1
2019-04-07 18:39:00,1
2019-04-07 19:36:00,1
2019-04-07 20:14:00,1
2019-04-07 20:38:00,1
2019-04-07 20:50:00,1
2019-04-07 22:57:00,2
2019-04-07 23:42:00,1
2019-04-07 23:43:00,1
