42,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-07 01:27:00,1
2019-04-07 01:42:00,1
2019-04-07 01:50:00,1
2019-04-07 08:10:00,1
2019-04-07 08:12:00,1
2019-04-07 08:14:00,1
2019-04-07 09:26:00,1
2019-04-07 09:40:00,1
2019-04-07 09:50:00,1
2019-04-07 09:53:00,1
2019-04-07 09:58:00,1
2019-04-07 09:59:00,1
2019-04-07 13:13:00,2
2019-04-07 13:18:00,1
2019-04-07 13:19:00,1
2019-04-07 13:21:00,1
2019-04-07 13:48:00,1
2019-04-07 13:50:00,1
2019-04-07 13:52:00,1
2019-04-07 13:59:00,1
2019-04-07 14:02:00,1
2019-04-07 14:03:00,2
2019-04-07 14:16:00,1
2019-04-07 14:17:00,1
2019-04-07 14:18:00,1
2019-04-07 14:19:00,1
2019-04-07 14:24:00,1
2019-04-07 14:29:00,1
2019-04-07 14:36:00,1
2019-04-07 14:38:00,1
2019-04-07 14:46:00,1
2019-04-07 14:51:00,1
2019-04-07 14:53:00,1
2019-04-07 14:54:00,1
2019-04-07 14:56:00,1
2019-04-07 15:00:00,1
2019-04-07 15:02:00,1
2019-04-07 15:04:00,1
2019-04-07 15:05:00,1
2019-04-07 15:09:00,1
