22,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-04-07 00:00:00,1
2019-04-07 00:16:00,1
2019-04-07 00:29:00,1
2019-04-07 00:35:00,1
2019-04-07 00:58:00,1
2019-04-07 01:14:00,1
2019-04-07 01:19:00,1
2019-04-07 01:21:00,1
2019-04-07 01:38:00,1
2019-04-07 02:32:00,2
2019-04-07 02:57:00,1
2019-04-07 05:17:00,1
2019-04-07 05:36:00,1
2019-04-07 06:14:00,1
2019-04-07 07:13:00,1
2019-04-07 09:31:00,1
2019-04-07 14:41:00,1
2019-04-07 14:55:00,1
2019-04-07 16:27:00,1
2019-04-07 18:54:00,1
2019-04-07 20:03:00,1
