1565,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-04-07 08:06:00,7
2019-04-07 08:07:00,11
2019-04-07 08:08:00,10
2019-04-07 08:09:00,11
2019-04-07 08:10:00,14
2019-04-07 08:11:00,13
2019-04-07 08:12:00,9
2019-04-07 08:13:00,13
2019-04-07 08:14:00,14
2019-04-07 08:15:00,11
2019-04-07 08:16:00,18
2019-04-07 08:17:00,15
2019-04-07 08:18:00,23
2019-04-07 08:19:00,14
2019-04-07 08:20:00,14
2019-04-07 08:21:00,19
2019-04-07 08:22:00,20
2019-04-07 08:23:00,20
2019-04-07 08:24:00,17
2019-04-07 08:25:00,15
2019-04-07 08:26:00,15
2019-04-07 08:27:00,18
2019-04-07 08:28:00,17
2019-04-07 08:29:00,9
2019-04-07 08:30:00,12
2019-04-07 08:31:00,13
2019-04-07 08:32:00,12
2019-04-07 08:33:00,12
2019-04-07 08:34:00,12
2019-04-07 08:35:00,10
2019-04-07 08:36:00,10
2019-04-07 08:37:00,10
2019-04-07 08:38:00,13
2019-04-07 08:39:00,11
2019-04-07 08:40:00,12
2019-04-07 08:41:00,11
2019-04-07 08:42:00,10
2019-04-07 08:43:00,12
2019-04-07 08:44:00,11
2019-04-07 08:45:00,12
2019-04-07 08:46:00,10
2019-04-07 08:47:00,11
2019-04-07 08:48:00,12
2019-04-07 08:49:00,10
2019-04-07 08:50:00,14
2019-04-07 08:51:00,12
2019-04-07 08:52:00,11
2019-04-07 08:53:00,10
2019-04-07 08:54:00,12
2019-04-07 08:55:00,11
2019-04-07 08:56:00,12
2019-04-07 08:57:00,13
2019-04-07 08:58:00,11
2019-04-07 08:59:00,10
2019-04-07 09:00:00,15
2019-04-07 09:01:00,18
2019-04-07 09:02:00,13
2019-04-07 09:03:00,20
2019-04-07 09:04:00,16
2019-04-07 09:05:00,18
2019-04-07 09:06:00,13
2019-04-07 09:07:00,11
2019-04-07 09:08:00,12
2019-04-07 09:09:00,16
2019-04-07 09:10:00,14
2019-04-07 09:11:00,17
2019-04-07 09:12:00,12
2019-04-07 09:13:00,16
2019-04-07 09:14:00,9
2019-04-07 09:15:00,12
2019-04-07 09:16:00,13
2019-04-07 09:17:00,12
2019-04-07 09:18:00,14
2019-04-07 09:19:00,12
2019-04-07 09:20:00,13
2019-04-07 09:21:00,15
2019-04-07 09:22:00,19
2019-04-07 09:23:00,20
2019-04-07 09:24:00,15
2019-04-07 09:25:00,20
2019-04-07 09:26:00,11
2019-04-07 09:27:00,8
2019-04-07 09:28:00,13
2019-04-07 09:29:00,12
2019-04-07 09:30:00,12
2019-04-07 09:31:00,12
2019-04-07 09:32:00,12
2019-04-07 09:33:00,11
2019-04-07 09:34:00,12
2019-04-07 09:35:00,11
2019-04-07 09:36:00,11
2019-04-07 09:37:00,10
2019-04-07 09:38:00,14
2019-04-07 09:39:00,11
2019-04-07 09:40:00,14
2019-04-07 09:41:00,12
2019-04-07 09:42:00,11
2019-04-07 09:43:00,12
2019-04-07 09:44:00,14
2019-04-07 09:45:00,15
2019-04-07 09:46:00,19
2019-04-07 09:47:00,14
2019-04-07 09:48:00,12
2019-04-07 09:49:00,12
2019-04-07 09:50:00,14
2019-04-07 09:51:00,14
2019-04-07 09:52:00,13
2019-04-07 18:20:00,8
2019-04-07 18:33:00,2
2019-04-07 18:43:00,1
2019-04-07 18:45:00,2
2019-04-07 19:04:00,1
2019-04-07 19:05:00,1
2019-04-07 22:01:00,21
2019-04-07 22:03:00,4
2019-04-07 22:04:00,8
2019-04-07 22:05:00,1
2019-04-07 22:06:00,3
2019-04-07 22:07:00,3
2019-04-07 22:08:00,9
2019-04-07 22:09:00,7
2019-04-07 22:10:00,2
2019-04-07 22:12:00,7
2019-04-07 22:43:00,3
2019-04-07 22:44:00,4
2019-04-07 22:52:00,1
2019-04-07 22:54:00,1
2019-04-07 22:59:00,1
2019-04-07 23:07:00,1
2019-04-07 23:08:00,3
2019-04-07 23:11:00,1
2019-04-07 23:13:00,2
2019-04-07 23:15:00,1
2019-04-07 23:17:00,2
2019-04-07 23:18:00,3
2019-04-07 23:23:00,1
2019-04-07 23:30:00,5
2019-04-07 23:31:00,15
2019-04-07 23:32:00,3
2019-04-07 23:33:00,4
2019-04-07 23:34:00,2
2019-04-07 23:35:00,1
2019-04-07 23:37:00,1
2019-04-07 23:39:00,2
2019-04-07 23:40:00,2
2019-04-07 23:45:00,4
2019-04-07 23:46:00,1
2019-04-07 23:49:00,6
2019-04-07 23:54:00,1
2019-04-07 23:56:00,3
2019-04-07 23:57:00,1
