16,"SELECT TOP # objID, ra, dec, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, clean FROM StarTag WHERE ra BETWEEN # AND # AND dec BETWEEN # AND # AND modelMag_r BETWEEN # AND # AND clean = #"
2019-04-29 20:54:00,1
2019-04-29 21:04:00,1
2019-04-29 21:15:00,1
2019-04-29 21:27:00,1
2019-04-29 21:40:00,1
2019-04-29 21:52:00,1
2019-04-29 22:03:00,1
2019-04-29 22:14:00,1
2019-04-29 22:25:00,1
2019-04-29 22:37:00,1
2019-04-29 22:51:00,1
2019-04-29 23:04:00,1
2019-04-29 23:15:00,1
2019-04-29 23:27:00,1
2019-04-29 23:38:00,1
2019-04-29 23:49:00,1
