117,select * from SpecLine where specObjId=#
2019-04-29 01:09:00,1
2019-04-29 03:09:00,1
2019-04-29 12:35:00,1
2019-04-29 13:07:00,1
2019-04-29 13:34:00,3
2019-04-29 13:35:00,6
2019-04-29 13:36:00,1
2019-04-29 13:38:00,1
2019-04-29 13:39:00,2
2019-04-29 13:41:00,10
2019-04-29 13:42:00,1
2019-04-29 13:43:00,4
2019-04-29 13:44:00,2
2019-04-29 13:45:00,18
2019-04-29 13:46:00,3
2019-04-29 13:48:00,1
2019-04-29 13:49:00,4
2019-04-29 13:50:00,3
2019-04-29 13:51:00,1
2019-04-29 13:52:00,2
2019-04-29 13:53:00,3
2019-04-29 13:54:00,1
2019-04-29 13:55:00,2
2019-04-29 13:56:00,8
2019-04-29 13:58:00,3
2019-04-29 13:59:00,1
2019-04-29 14:00:00,1
2019-04-29 14:01:00,3
2019-04-29 14:02:00,1
2019-04-29 14:03:00,1
2019-04-29 14:04:00,3
2019-04-29 14:05:00,2
2019-04-29 14:08:00,4
2019-04-29 14:12:00,1
2019-04-29 14:20:00,5
2019-04-29 14:22:00,1
2019-04-29 14:24:00,1
2019-04-29 14:27:00,2
2019-04-29 14:29:00,2
2019-04-29 14:31:00,4
2019-04-29 16:12:00,1
2019-04-29 20:08:00,1
