30,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-04-29 04:44:00,1
2019-04-29 04:45:00,1
2019-04-29 04:52:00,1
2019-04-29 04:53:00,1
2019-04-29 04:54:00,1
2019-04-29 04:56:00,1
2019-04-29 05:02:00,1
2019-04-29 05:03:00,1
2019-04-29 05:05:00,1
2019-04-29 05:06:00,1
2019-04-29 05:13:00,1
2019-04-29 06:11:00,1
2019-04-29 06:15:00,1
2019-04-29 06:20:00,1
2019-04-29 23:11:00,1
2019-04-29 23:13:00,1
2019-04-29 23:15:00,1
2019-04-29 23:17:00,1
2019-04-29 23:19:00,1
2019-04-29 23:22:00,1
2019-04-29 23:24:00,1
2019-04-29 23:26:00,1
2019-04-29 23:29:00,1
2019-04-29 23:31:00,1
2019-04-29 23:34:00,1
2019-04-29 23:36:00,1
2019-04-29 23:38:00,1
2019-04-29 23:41:00,1
2019-04-29 23:44:00,1
2019-04-29 23:46:00,1
