7146,"select survey, run2d, plate,mjd, fiberID, specObjID from SpecObj where class = &&& and ra between # and # and dec between # and #"
2019-04-29 17:27:00,20
2019-04-29 17:30:00,157
2019-04-29 17:31:00,180
2019-04-29 17:32:00,153
2019-04-29 17:33:00,191
2019-04-29 17:34:00,142
2019-04-29 17:35:00,125
2019-04-29 17:36:00,96
2019-04-29 17:37:00,100
2019-04-29 17:38:00,122
2019-04-29 17:39:00,147
2019-04-29 17:40:00,20
2019-04-29 17:42:00,247
2019-04-29 17:43:00,231
2019-04-29 17:44:00,267
2019-04-29 17:45:00,206
2019-04-29 17:46:00,201
2019-04-29 17:47:00,256
2019-04-29 17:48:00,9
2019-04-29 17:56:00,296
2019-04-29 17:57:00,224
2019-04-29 17:58:00,317
2019-04-29 17:59:00,208
2019-04-29 18:00:00,224
2019-04-29 18:01:00,174
2019-04-29 18:08:00,9
2019-04-29 18:25:00,190
2019-04-29 18:26:00,180
2019-04-29 18:27:00,219
2019-04-29 18:28:00,204
2019-04-29 18:29:00,184
2019-04-29 18:30:00,163
2019-04-29 18:31:00,153
2019-04-29 18:32:00,118
2019-04-29 18:54:00,14
2019-04-29 18:55:00,196
2019-04-29 18:56:00,146
2019-04-29 18:57:00,205
2019-04-29 18:58:00,254
2019-04-29 18:59:00,197
2019-04-29 19:00:00,190
2019-04-29 19:01:00,208
2019-04-29 19:02:00,3
