399,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-04-29 01:33:00,1
2019-04-29 01:37:00,1
2019-04-29 01:39:00,1
2019-04-29 01:42:00,1
2019-04-29 01:46:00,1
2019-04-29 01:48:00,1
2019-04-29 01:50:00,1
2019-04-29 01:52:00,1
2019-04-29 01:55:00,1
2019-04-29 01:57:00,1
2019-04-29 02:00:00,1
2019-04-29 02:02:00,1
2019-04-29 02:03:00,1
2019-04-29 02:05:00,1
2019-04-29 02:07:00,1
2019-04-29 02:09:00,1
2019-04-29 02:11:00,1
2019-04-29 02:13:00,1
2019-04-29 02:16:00,1
2019-04-29 02:18:00,1
2019-04-29 02:20:00,1
2019-04-29 02:22:00,1
2019-04-29 02:25:00,1
2019-04-29 02:27:00,1
2019-04-29 02:29:00,1
2019-04-29 02:31:00,1
2019-04-29 02:33:00,1
2019-04-29 02:35:00,1
2019-04-29 02:38:00,1
2019-04-29 02:40:00,1
2019-04-29 02:42:00,1
2019-04-29 02:44:00,1
2019-04-29 02:47:00,1
2019-04-29 02:49:00,1
2019-04-29 02:51:00,1
2019-04-29 02:52:00,1
2019-04-29 02:55:00,1
2019-04-29 02:57:00,1
2019-04-29 02:59:00,1
2019-04-29 03:01:00,1
2019-04-29 03:03:00,1
2019-04-29 03:05:00,1
2019-04-29 03:07:00,1
2019-04-29 03:13:00,1
2019-04-29 03:16:00,1
2019-04-29 03:20:00,1
2019-04-29 03:22:00,1
2019-04-29 03:25:00,1
2019-04-29 03:29:00,1
2019-04-29 03:32:00,1
2019-04-29 03:35:00,1
2019-04-29 03:38:00,1
2019-04-29 03:41:00,1
2019-04-29 03:43:00,1
2019-04-29 03:45:00,1
2019-04-29 03:55:00,1
2019-04-29 03:58:00,1
2019-04-29 04:03:00,1
2019-04-29 04:08:00,1
2019-04-29 04:24:00,1
2019-04-29 04:32:00,1
2019-04-29 04:35:00,1
2019-04-29 04:38:00,1
2019-04-29 04:40:00,1
2019-04-29 04:42:00,1
2019-04-29 04:44:00,1
2019-04-29 04:46:00,1
2019-04-29 04:48:00,1
2019-04-29 04:50:00,1
2019-04-29 04:52:00,1
2019-04-29 04:54:00,1
2019-04-29 04:56:00,1
2019-04-29 04:59:00,1
2019-04-29 05:01:00,1
2019-04-29 05:03:00,1
2019-04-29 05:05:00,1
2019-04-29 05:07:00,1
2019-04-29 05:09:00,1
2019-04-29 05:11:00,1
2019-04-29 05:13:00,1
2019-04-29 05:16:00,1
2019-04-29 05:18:00,1
2019-04-29 05:22:00,1
2019-04-29 05:25:00,1
2019-04-29 05:27:00,1
2019-04-29 05:29:00,1
2019-04-29 05:32:00,1
2019-04-29 05:35:00,1
2019-04-29 05:42:00,1
2019-04-29 05:45:00,1
2019-04-29 05:47:00,1
2019-04-29 05:50:00,1
2019-04-29 05:52:00,1
2019-04-29 05:55:00,1
2019-04-29 05:57:00,1
2019-04-29 06:00:00,1
2019-04-29 06:03:00,1
2019-04-29 06:05:00,1
2019-04-29 06:08:00,1
2019-04-29 06:10:00,1
2019-04-29 06:13:00,1
2019-04-29 06:15:00,1
2019-04-29 06:20:00,1
2019-04-29 06:25:00,1
2019-04-29 06:29:00,1
2019-04-29 06:31:00,1
2019-04-29 06:34:00,1
2019-04-29 06:36:00,1
2019-04-29 06:39:00,1
2019-04-29 06:41:00,1
2019-04-29 06:57:00,1
2019-04-29 07:02:00,1
2019-04-29 07:06:00,1
2019-04-29 07:09:00,1
2019-04-29 07:12:00,1
2019-04-29 07:28:00,1
2019-04-29 07:33:00,1
2019-04-29 07:36:00,1
2019-04-29 07:39:00,1
2019-04-29 07:42:00,1
