138,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-04-29 13:06:00,1
2019-04-29 13:07:00,1
2019-04-29 13:24:00,1
2019-04-29 13:29:00,1
2019-04-29 13:30:00,3
2019-04-29 13:33:00,1
2019-04-29 13:35:00,1
2019-04-29 13:37:00,1
2019-04-29 13:40:00,5
2019-04-29 13:41:00,4
2019-04-29 13:42:00,1
2019-04-29 13:43:00,3
2019-04-29 13:45:00,2
2019-04-29 13:47:00,1
2019-04-29 13:48:00,7
2019-04-29 13:49:00,4
2019-04-29 13:50:00,6
2019-04-29 13:51:00,6
2019-04-29 13:53:00,6
2019-04-29 13:54:00,8
2019-04-29 13:55:00,11
2019-04-29 13:56:00,3
2019-04-29 13:57:00,4
2019-04-29 13:58:00,2
2019-04-29 13:59:00,13
2019-04-29 14:00:00,4
2019-04-29 14:01:00,6
2019-04-29 14:02:00,5
2019-04-29 14:03:00,6
2019-04-29 14:04:00,2
2019-04-29 14:05:00,4
2019-04-29 14:09:00,1
2019-04-29 14:13:00,1
2019-04-29 14:15:00,1
2019-04-29 14:18:00,1
2019-04-29 14:19:00,1
2019-04-29 14:20:00,1
2019-04-29 14:21:00,3
2019-04-29 14:22:00,1
2019-04-29 14:24:00,1
2019-04-29 14:26:00,1
2019-04-29 14:28:00,1
2019-04-29 14:29:00,1
2019-04-29 14:30:00,1
