361,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-04-29 17:27:00,6
2019-04-29 17:28:00,6
2019-04-29 17:34:00,1
2019-04-29 17:37:00,41
2019-04-29 17:38:00,34
2019-04-29 18:16:00,1
2019-04-29 18:17:00,2
2019-04-29 20:44:00,28
2019-04-29 20:45:00,15
2019-04-29 20:46:00,11
2019-04-29 20:47:00,14
2019-04-29 20:48:00,16
2019-04-29 20:49:00,16
2019-04-29 20:50:00,13
2019-04-29 20:51:00,20
2019-04-29 20:52:00,20
2019-04-29 20:53:00,20
2019-04-29 20:54:00,22
2019-04-29 20:55:00,23
2019-04-29 20:56:00,11
2019-04-29 20:57:00,1
2019-04-29 20:58:00,1
2019-04-29 21:02:00,1
2019-04-29 21:04:00,1
2019-04-29 21:06:00,1
2019-04-29 21:08:00,10
2019-04-29 22:31:00,15
2019-04-29 22:32:00,5
2019-04-29 22:33:00,6
