109,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-29 00:40:00,10
2019-04-29 00:45:00,10
2019-04-29 00:55:00,9
2019-04-29 01:00:00,8
2019-04-29 08:05:00,1
2019-04-29 08:10:00,1
2019-04-29 08:35:00,7
2019-04-29 08:40:00,5
2019-04-29 08:45:00,4
2019-04-29 08:50:00,3
2019-04-29 09:05:00,1
2019-04-29 09:10:00,1
2019-04-29 12:05:00,6
2019-04-29 12:10:00,1
2019-04-29 12:30:00,6
2019-04-29 13:35:00,1
2019-04-29 13:40:00,1
2019-04-29 13:45:00,5
2019-04-29 13:50:00,4
2019-04-29 14:15:00,2
2019-04-29 14:20:00,5
2019-04-29 14:25:00,3
2019-04-29 14:40:00,5
2019-04-29 14:45:00,5
2019-04-29 15:00:00,1
2019-04-29 19:05:00,1
2019-04-29 19:32:00,1
2019-04-29 23:35:00,2
