7,select count(*) from spec_obj_rad_g5_# where ra># and ra<# and z>#
2019-04-29 13:51:00,2
2019-04-29 13:52:00,1
2019-04-29 14:00:00,1
2019-04-29 14:18:00,1
2019-04-29 14:25:00,1
2019-04-29 14:31:00,1
