116,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-01-02 00:58:00,1
2019-01-02 01:58:00,1
2019-01-02 02:48:00,1
2019-01-02 02:58:00,1
2019-01-02 03:10:00,1
2019-01-02 03:17:00,1
2019-01-02 03:21:00,1
2019-01-02 03:23:00,1
2019-01-02 03:31:00,1
2019-01-02 03:58:00,1
2019-01-02 04:10:00,7
2019-01-02 04:11:00,7
2019-01-02 04:58:00,1
2019-01-02 05:57:00,1
2019-01-02 06:37:00,6
2019-01-02 06:58:00,1
2019-01-02 07:58:00,1
2019-01-02 08:45:00,6
2019-01-02 08:46:00,8
2019-01-02 08:57:00,1
2019-01-02 09:04:00,9
2019-01-02 09:57:00,1
2019-01-02 10:57:00,1
2019-01-02 11:58:00,1
2019-01-02 12:57:00,1
2019-01-02 13:39:00,9
2019-01-02 13:56:00,1
2019-01-02 14:28:00,9
2019-01-02 14:44:00,1
2019-01-02 14:54:00,1
2019-01-02 14:57:00,1
2019-01-02 14:58:00,1
2019-01-02 15:08:00,1
2019-01-02 15:26:00,1
2019-01-02 15:38:00,1
2019-01-02 15:51:00,1
2019-01-02 15:52:00,1
2019-01-02 15:53:00,1
2019-01-02 15:54:00,5
2019-01-02 15:55:00,4
2019-01-02 15:56:00,1
2019-01-02 15:57:00,1
2019-01-02 15:58:00,1
2019-01-02 16:18:00,1
2019-01-02 16:57:00,1
2019-01-02 17:58:00,1
2019-01-02 18:35:00,9
2019-01-02 18:58:00,1
