596,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-01-02 01:06:00,1
2019-01-02 01:08:00,1
2019-01-02 18:38:00,7
2019-01-02 18:39:00,28
2019-01-02 18:41:00,65
2019-01-02 18:42:00,57
2019-01-02 18:43:00,44
2019-01-02 18:44:00,64
2019-01-02 18:45:00,7
2019-01-02 18:47:00,61
2019-01-02 18:48:00,66
2019-01-02 18:54:00,42
2019-01-02 18:55:00,50
2019-01-02 18:56:00,101
2019-01-02 20:41:00,1
2019-01-02 20:46:00,1
