100,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-01-02 00:01:00,1
2019-01-02 00:02:00,1
2019-01-02 00:24:00,1
2019-01-02 00:43:00,1
2019-01-02 01:05:00,2
2019-01-02 01:38:00,1
2019-01-02 01:39:00,1
2019-01-02 01:57:00,2
2019-01-02 02:12:00,1
2019-01-02 02:26:00,1
2019-01-02 02:47:00,1
2019-01-02 02:55:00,1
2019-01-02 03:03:00,1
2019-01-02 03:21:00,1
2019-01-02 03:39:00,1
2019-01-02 03:48:00,1
2019-01-02 03:54:00,1
2019-01-02 04:10:00,1
2019-01-02 04:32:00,1
2019-01-02 04:39:00,1
2019-01-02 04:55:00,1
2019-01-02 05:15:00,1
2019-01-02 05:32:00,1
2019-01-02 05:56:00,1
2019-01-02 05:57:00,1
2019-01-02 06:21:00,1
2019-01-02 06:30:00,1
2019-01-02 06:40:00,1
2019-01-02 07:02:00,1
2019-01-02 07:09:00,1
2019-01-02 07:15:00,1
2019-01-02 07:35:00,1
2019-01-02 07:36:00,1
2019-01-02 07:52:00,1
2019-01-02 08:17:00,1
2019-01-02 08:18:00,1
2019-01-02 08:47:00,1
2019-01-02 09:08:00,1
2019-01-02 09:14:00,1
2019-01-02 09:34:00,1
2019-01-02 09:42:00,1
2019-01-02 09:48:00,1
2019-01-02 10:06:00,1
2019-01-02 10:14:00,1
2019-01-02 10:32:00,2
2019-01-02 10:55:00,1
2019-01-02 11:22:00,1
2019-01-02 11:23:00,1
2019-01-02 11:35:00,1
2019-01-02 11:52:00,1
2019-01-02 11:53:00,1
2019-01-02 12:20:00,1
2019-01-02 12:39:00,1
2019-01-02 12:58:00,1
2019-01-02 13:07:00,1
2019-01-02 13:15:00,1
2019-01-02 13:21:00,1
2019-01-02 14:56:00,1
2019-01-02 15:05:00,1
2019-01-02 15:22:00,1
2019-01-02 15:29:00,1
2019-01-02 15:35:00,1
2019-01-02 15:55:00,1
2019-01-02 16:14:00,1
2019-01-02 16:23:00,1
2019-01-02 16:30:00,1
2019-01-02 16:36:00,1
2019-01-02 16:55:00,1
2019-01-02 17:17:00,1
2019-01-02 17:29:00,1
2019-01-02 17:52:00,1
2019-01-02 17:53:00,1
2019-01-02 18:10:00,1
2019-01-02 18:18:00,1
2019-01-02 18:41:00,1
2019-01-02 19:05:00,1
2019-01-02 19:06:00,1
2019-01-02 19:31:00,1
2019-01-02 19:32:00,1
2019-01-02 19:55:00,2
2019-01-02 20:15:00,1
2019-01-02 20:23:00,1
2019-01-02 20:41:00,1
2019-01-02 21:03:00,2
2019-01-02 21:26:00,1
2019-01-02 21:49:00,1
2019-01-02 21:50:00,1
2019-01-02 22:12:00,1
2019-01-02 22:21:00,1
2019-01-02 22:43:00,1
2019-01-02 23:02:00,1
2019-01-02 23:10:00,1
2019-01-02 23:29:00,1
2019-01-02 23:48:00,1
2019-01-02 23:56:00,1
