3,"SELECT SpecObjAll.bestObjID, SpecObjAll.ra, SpecObjAll.dec, SpecObjAll.z, PhotoObjAll.cModelMag_u, PhotoObjAll.cModelMag_g, PhotoObjAll.cModelMag_r, PhotoObjAll.cModelMag_i, PhotoObjAll.cModelMag_z, PhotoObjAll.cModelMagErr_u, PhotoObjAll.cModelMagErr_g, PhotoObjAll.cModelMagErr_r, PhotoObjAll.cModelMagErr_i, PhotoObjAll.cModelMagErr_z, PhotoObjAll.extinction_u, PhotoObjAll.extinction_g, PhotoObjAll.extinction_r, PhotoObjAll.extinction_i, PhotoObjAll.extinction_z   into PythonGeneratedQuery2#_#_#__#_#_# from SpecObjAll, PhotoObjAll, Photoz  WHERE ((SpecObjAll.bestObjID = PhotoObjAll.objID) AND  (SpecObjAll.bestObjID = Photoz.objID)) AND (  ((SpecObjAll.ra BETWEEN # AND #) AND (SpecObjAll.dec BETWEEN # AND #)) AND (SpecObjAll.z>#) AND (SpecObjAll.z<#) AND (SpecObjAll.ZWARNING_NOQSO = #) and (SpecObjAll.zWarning = #) AND (SpecObjAll.sciencePrimary>#) and   ((((SpecObjAll.BOSS_TARGET1 & #) != #) and (SpecObjAll.TILE>= #)) OR (((SpecObjAll.BOSS_TARGET1 & #)!=#) and (PhotoObjAll.fiber2Mag_i<#))))"
2019-01-02 11:00:00,1
2019-01-02 13:25:00,1
2019-01-02 13:59:00,1
