283,select * from sppLines where specObjId=#
2019-08-05 00:05:00,7
2019-08-05 00:06:00,1
2019-08-05 00:28:00,1
2019-08-05 08:01:00,4
2019-08-05 08:31:00,1
2019-08-05 09:54:00,9
2019-08-05 09:55:00,10
2019-08-05 09:56:00,11
2019-08-05 10:18:00,24
2019-08-05 10:19:00,26
2019-08-05 11:16:00,1
2019-08-05 11:40:00,10
2019-08-05 11:41:00,37
2019-08-05 11:42:00,23
2019-08-05 11:58:00,14
2019-08-05 13:23:00,2
2019-08-05 15:22:00,1
2019-08-05 15:38:00,22
2019-08-05 15:39:00,10
2019-08-05 15:40:00,3
2019-08-05 15:41:00,22
2019-08-05 17:41:00,6
2019-08-05 17:42:00,22
2019-08-05 18:43:00,1
2019-08-05 20:33:00,1
2019-08-05 21:36:00,7
2019-08-05 23:04:00,3
2019-08-05 23:06:00,2
2019-08-05 23:14:00,1
2019-08-05 23:15:00,1
