222,select * from galSpecLine where specObjId=#
2019-08-05 00:05:00,14
2019-08-05 00:06:00,19
2019-08-05 00:07:00,36
2019-08-05 00:08:00,36
2019-08-05 00:09:00,11
2019-08-05 00:23:00,9
2019-08-05 00:24:00,5
2019-08-05 03:06:00,1
2019-08-05 06:54:00,1
2019-08-05 08:41:00,1
2019-08-05 09:52:00,8
2019-08-05 09:53:00,9
2019-08-05 09:54:00,2
2019-08-05 09:56:00,9
2019-08-05 09:57:00,37
2019-08-05 09:58:00,1
2019-08-05 11:17:00,1
2019-08-05 13:48:00,1
2019-08-05 15:01:00,1
2019-08-05 15:22:00,1
2019-08-05 18:23:00,1
2019-08-05 21:36:00,3
2019-08-05 21:38:00,1
2019-08-05 22:19:00,1
2019-08-05 22:22:00,1
2019-08-05 23:04:00,3
2019-08-05 23:06:00,8
2019-08-05 23:14:00,1
