96,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-08-05 01:26:00,1
2019-08-05 01:28:00,1
2019-08-05 01:29:00,1
2019-08-05 01:32:00,1
2019-08-05 01:33:00,2
2019-08-05 01:54:00,1
2019-08-05 02:13:00,1
2019-08-05 02:37:00,1
2019-08-05 03:45:00,1
2019-08-05 04:04:00,1
2019-08-05 04:05:00,1
2019-08-05 04:10:00,1
2019-08-05 04:16:00,1
2019-08-05 04:17:00,1
2019-08-05 04:19:00,1
2019-08-05 05:13:00,2
2019-08-05 05:17:00,2
2019-08-05 05:29:00,2
2019-08-05 05:32:00,2
2019-08-05 05:34:00,1
2019-08-05 05:35:00,1
2019-08-05 05:36:00,1
2019-08-05 05:38:00,1
2019-08-05 05:43:00,1
2019-08-05 05:47:00,1
2019-08-05 05:52:00,1
2019-08-05 05:58:00,1
2019-08-05 06:03:00,1
2019-08-05 06:04:00,1
2019-08-05 06:05:00,2
2019-08-05 06:33:00,1
2019-08-05 06:56:00,1
2019-08-05 07:06:00,2
2019-08-05 07:07:00,1
2019-08-05 07:08:00,2
2019-08-05 07:23:00,1
2019-08-05 07:32:00,1
2019-08-05 07:40:00,1
2019-08-05 08:01:00,1
2019-08-05 08:02:00,1
2019-08-05 08:42:00,1
2019-08-05 09:38:00,3
2019-08-05 09:40:00,1
2019-08-05 09:43:00,1
2019-08-05 09:46:00,1
2019-08-05 09:48:00,1
2019-08-05 10:01:00,1
2019-08-05 10:08:00,1
2019-08-05 10:09:00,1
2019-08-05 10:14:00,1
2019-08-05 10:17:00,1
2019-08-05 10:21:00,1
2019-08-05 10:22:00,1
2019-08-05 10:58:00,4
2019-08-05 11:28:00,3
2019-08-05 13:19:00,1
2019-08-05 15:15:00,1
2019-08-05 15:20:00,1
2019-08-05 17:01:00,1
2019-08-05 17:02:00,1
2019-08-05 17:19:00,2
2019-08-05 17:20:00,1
2019-08-05 17:22:00,1
2019-08-05 17:38:00,2
2019-08-05 17:39:00,1
2019-08-05 17:40:00,1
2019-08-05 18:52:00,3
2019-08-05 18:56:00,1
2019-08-05 18:58:00,1
2019-08-05 18:59:00,1
2019-08-05 19:10:00,1
2019-08-05 21:25:00,1
2019-08-05 21:57:00,1
2019-08-05 23:26:00,2
2019-08-05 23:33:00,1
2019-08-05 23:38:00,1
