17,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-05 13:52:00,1
2019-08-05 14:04:00,1
2019-08-05 14:12:00,1
2019-08-05 14:14:00,1
2019-08-05 14:23:00,1
2019-08-05 14:28:00,1
2019-08-05 14:32:00,1
2019-08-05 14:35:00,1
2019-08-05 14:38:00,1
2019-08-05 14:41:00,1
2019-08-05 14:44:00,1
2019-08-05 14:47:00,1
2019-08-05 14:52:00,1
2019-08-05 14:58:00,1
2019-08-05 15:01:00,1
2019-08-05 15:04:00,1
2019-08-05 15:10:00,1
