11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-02 07:12:00,1
2019-09-02 07:22:00,1
2019-09-02 07:26:00,1
2019-09-02 07:28:00,1
2019-09-02 07:42:00,1
2019-09-02 07:52:00,1
2019-09-02 07:55:00,1
2019-09-02 07:59:00,1
2019-09-02 17:48:00,1
2019-09-02 17:54:00,1
2019-09-02 17:58:00,1
