41,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-09-02 01:07:00,1
2019-09-02 01:25:00,1
2019-09-02 01:26:00,1
2019-09-02 01:46:00,1
2019-09-02 01:56:00,1
2019-09-02 07:46:00,1
2019-09-02 08:28:00,1
2019-09-02 13:00:00,1
2019-09-02 14:09:00,1
2019-09-02 16:22:00,1
2019-09-02 16:23:00,1
2019-09-02 16:24:00,3
2019-09-02 16:25:00,1
2019-09-02 17:38:00,1
2019-09-02 18:18:00,1
2019-09-02 19:16:00,1
2019-09-02 19:34:00,1
2019-09-02 19:36:00,1
2019-09-02 19:38:00,1
2019-09-02 19:39:00,1
2019-09-02 21:33:00,2
2019-09-02 21:49:00,1
2019-09-02 21:50:00,1
2019-09-02 22:00:00,1
2019-09-02 22:03:00,2
2019-09-02 22:05:00,1
2019-09-02 22:31:00,1
2019-09-02 22:32:00,1
2019-09-02 22:33:00,1
2019-09-02 22:54:00,2
2019-09-02 22:56:00,1
2019-09-02 22:57:00,1
2019-09-02 22:58:00,1
2019-09-02 22:59:00,1
2019-09-02 23:00:00,1
2019-09-02 23:01:00,1
