11226,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-09-02 00:00:00,21
2019-09-02 00:01:00,30
2019-09-02 00:02:00,1
2019-09-02 00:03:00,5
2019-09-02 00:05:00,2
2019-09-02 00:06:00,3
2019-09-02 00:07:00,9
2019-09-02 00:08:00,2
2019-09-02 00:09:00,3
2019-09-02 00:10:00,22
2019-09-02 00:11:00,30
2019-09-02 00:13:00,5
2019-09-02 00:15:00,2
2019-09-02 00:16:00,3
2019-09-02 00:17:00,9
2019-09-02 00:18:00,2
2019-09-02 00:19:00,3
2019-09-02 00:20:00,22
2019-09-02 00:21:00,30
2019-09-02 00:23:00,5
2019-09-02 00:25:00,2
2019-09-02 00:26:00,3
2019-09-02 00:27:00,9
2019-09-02 00:28:00,2
2019-09-02 00:29:00,3
2019-09-02 00:30:00,22
2019-09-02 00:31:00,30
2019-09-02 00:33:00,5
2019-09-02 00:35:00,2
2019-09-02 00:36:00,3
2019-09-02 00:37:00,9
2019-09-02 00:38:00,2
2019-09-02 00:39:00,3
2019-09-02 00:40:00,22
2019-09-02 00:41:00,30
2019-09-02 00:43:00,5
2019-09-02 00:45:00,2
2019-09-02 00:46:00,3
2019-09-02 00:47:00,9
2019-09-02 00:48:00,2
2019-09-02 00:49:00,3
2019-09-02 00:50:00,22
2019-09-02 00:51:00,30
2019-09-02 00:53:00,5
2019-09-02 00:55:00,2
2019-09-02 00:56:00,3
2019-09-02 00:57:00,9
2019-09-02 00:58:00,2
2019-09-02 00:59:00,3
2019-09-02 01:00:00,22
2019-09-02 01:01:00,30
2019-09-02 01:03:00,5
2019-09-02 01:05:00,2
2019-09-02 01:06:00,3
2019-09-02 01:07:00,9
2019-09-02 01:08:00,2
2019-09-02 01:09:00,3
2019-09-02 01:10:00,22
2019-09-02 01:11:00,30
2019-09-02 01:13:00,5
2019-09-02 01:15:00,2
2019-09-02 01:16:00,3
2019-09-02 01:17:00,9
2019-09-02 01:18:00,2
2019-09-02 01:19:00,3
2019-09-02 01:20:00,22
2019-09-02 01:21:00,30
2019-09-02 01:23:00,5
2019-09-02 01:25:00,2
2019-09-02 01:26:00,4
2019-09-02 01:27:00,9
2019-09-02 01:28:00,3
2019-09-02 01:29:00,3
2019-09-02 01:30:00,22
2019-09-02 01:31:00,30
2019-09-02 01:33:00,5
2019-09-02 01:35:00,2
2019-09-02 01:36:00,3
2019-09-02 01:37:00,9
2019-09-02 01:38:00,2
2019-09-02 01:39:00,3
2019-09-02 01:40:00,22
