4,"select top # p.objid, p.ra, p.dec from star p where (p.g BETWEEN # AND #)"
2019-09-02 19:51:00,1
2019-09-02 22:56:00,1
2019-09-02 23:01:00,1
2019-09-02 23:03:00,1
