9,"select top # p.objid as name, p.ra, p.dec from star p where p.g < #"
2019-09-02 23:45:00,1
2019-09-02 23:46:00,4
2019-09-02 23:51:00,1
2019-09-02 23:52:00,2
2019-09-02 23:53:00,1
