33,SELECT
2019-09-02 15:15:00,1
2019-09-02 15:20:00,1
2019-09-02 15:29:00,1
2019-09-02 15:34:00,1
2019-09-02 15:43:00,1
2019-09-02 15:50:00,1
2019-09-02 15:55:00,1
2019-09-02 16:00:00,1
2019-09-02 16:02:00,2
2019-09-02 16:03:00,1
2019-09-02 16:06:00,1
2019-09-02 16:08:00,1
2019-09-02 16:09:00,1
2019-09-02 16:12:00,1
2019-09-02 16:13:00,1
2019-09-02 16:14:00,1
2019-09-02 16:15:00,1
2019-09-02 16:16:00,1
2019-09-02 16:17:00,1
2019-09-02 16:18:00,1
2019-09-02 16:19:00,1
2019-09-02 16:20:00,1
2019-09-02 16:21:00,1
2019-09-02 16:22:00,1
2019-09-02 16:23:00,1
2019-09-02 16:24:00,1
2019-09-02 16:25:00,1
2019-09-02 16:26:00,1
2019-09-02 16:27:00,1
2019-09-02 16:28:00,1
2019-09-02 16:29:00,1
2019-09-02 16:31:00,1
