8,"select top # p.objid as name, p.ra, p.dec from star p where (p.g BETWEEN # AND #)"
2019-09-02 19:55:00,1
2019-09-02 23:01:00,1
2019-09-02 23:03:00,1
2019-09-02 23:04:00,1
2019-09-02 23:10:00,1
2019-09-02 23:13:00,1
2019-09-02 23:14:00,2
