18,"select top # plate,MJD,fiberID from specobjall where class=&&&  and waveMin <= # and waveMax >= #"
2019-09-02 05:36:00,1
2019-09-02 05:48:00,2
2019-09-02 05:50:00,1
2019-09-02 05:53:00,1
2019-09-02 07:18:00,1
2019-09-02 07:20:00,1
2019-09-02 07:27:00,1
2019-09-02 07:29:00,1
2019-09-02 08:26:00,1
2019-09-02 08:36:00,2
2019-09-02 08:49:00,1
2019-09-02 09:00:00,1
2019-09-02 09:02:00,4
