46,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-09-02 00:03:00,1
2019-09-02 07:59:00,1
2019-09-02 08:37:00,1
2019-09-02 12:07:00,4
2019-09-02 12:08:00,2
2019-09-02 12:09:00,3
2019-09-02 12:10:00,3
2019-09-02 12:13:00,1
2019-09-02 12:17:00,1
2019-09-02 12:18:00,2
2019-09-02 12:25:00,1
2019-09-02 12:27:00,1
2019-09-02 12:50:00,1
2019-09-02 12:55:00,1
2019-09-02 15:45:00,7
2019-09-02 15:46:00,3
2019-09-02 18:47:00,1
2019-09-02 19:49:00,8
2019-09-02 19:50:00,3
2019-09-02 20:21:00,1
