4,"SELECT s.specobjid,s.ra,s.dec, t.psfMag_r FROM ..SpecObj s JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID  JOIN Star as t on s.bestobjid = t.objid WHERE s.zWarning = # AND (s.boss_target1 & (dbo.fBossTarget1(&&&)) != #)"
2019-09-02 21:48:00,1
2019-09-02 22:20:00,1
2019-09-02 22:51:00,1
2019-09-02 22:52:00,1
