187,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-04-26 01:11:00,8
2019-04-26 01:12:00,12
2019-04-26 01:13:00,2
2019-04-26 05:29:00,5
2019-04-26 05:30:00,12
2019-04-26 05:31:00,14
2019-04-26 05:32:00,16
2019-04-26 05:33:00,12
2019-04-26 05:34:00,1
2019-04-26 05:35:00,12
2019-04-26 05:36:00,11
2019-04-26 05:37:00,15
2019-04-26 05:38:00,16
2019-04-26 05:39:00,12
2019-04-26 05:40:00,11
2019-04-26 05:41:00,12
2019-04-26 05:52:00,3
2019-04-26 05:56:00,6
2019-04-26 05:57:00,7
