44,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-04-26 15:33:00,1
2019-04-26 15:34:00,1
2019-04-26 15:45:00,2
2019-04-26 15:49:00,1
2019-04-26 15:52:00,1
2019-04-26 16:00:00,1
2019-04-26 17:40:00,1
2019-04-26 17:41:00,1
2019-04-26 17:42:00,1
2019-04-26 17:43:00,3
2019-04-26 17:44:00,3
2019-04-26 17:45:00,3
2019-04-26 17:46:00,2
2019-04-26 17:47:00,3
2019-04-26 17:53:00,2
2019-04-26 17:56:00,2
2019-04-26 17:57:00,2
2019-04-26 17:58:00,2
2019-04-26 18:06:00,2
2019-04-26 18:07:00,2
2019-04-26 18:09:00,2
2019-04-26 18:10:00,4
2019-04-26 18:11:00,2
