120,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-04-26 10:41:00,4
2019-04-26 21:53:00,6
2019-04-26 21:54:00,2
2019-04-26 21:55:00,4
2019-04-26 21:56:00,4
2019-04-26 21:59:00,2
2019-04-26 22:00:00,2
2019-04-26 22:01:00,4
2019-04-26 22:02:00,4
2019-04-26 22:03:00,4
2019-04-26 22:04:00,2
2019-04-26 22:05:00,2
2019-04-26 22:06:00,4
2019-04-26 22:07:00,4
2019-04-26 22:08:00,4
2019-04-26 22:10:00,4
2019-04-26 22:11:00,4
2019-04-26 22:12:00,4
2019-04-26 22:13:00,4
2019-04-26 22:14:00,4
2019-04-26 22:16:00,4
2019-04-26 22:17:00,3
2019-04-26 22:18:00,1
2019-04-26 22:19:00,2
2019-04-26 22:20:00,3
2019-04-26 22:21:00,3
2019-04-26 22:22:00,4
2019-04-26 22:23:00,4
2019-04-26 22:24:00,2
2019-04-26 22:27:00,2
2019-04-26 22:28:00,4
2019-04-26 22:29:00,4
2019-04-26 22:31:00,4
2019-04-26 22:32:00,4
2019-04-26 22:34:00,4
