2,"SELECT d.dr7ObjID,s.plate,s.fiberid,s.mjd,s.ra,s.dec,s.z,gs.D4#_N_SUB,gs.LICK_HD_A_SUB,gl.H_ALPHA_FLUX,gl.H_ALPHA_FLUX_ERR,gl.H_BETA_FLUX,    gl.H_BETA_FLUX_ERR,gl.OIII_#_FLUX,gl.OIII_#_FLUX_ERR,gl.NII_#_FLUX,gl.OI_#_FLUX,gl.OI_#_FLUX_ERR,gl.NII_#_FLUX_ERR,   ge.lgm_tot_p5#,ge.lgm_tot_p1#,ge.lgm_tot_p8#, ge.sfr_tot_p5#,ge.lgm_fib_p5#,ge.sfr_fib_p5#,gi.sn_median,gl.sigma_balmer,gl.H_ALPHA_EQW,   ph.petroR5#_r,ph.petroR9#_r,gi.v_disp,gi.v_disp_err,ge.bptclass,ge.oh_p2p5,ge.oh_p1#,ge.oh_p5#,ge.oh_p8#,ge.oh_p9#p5   from SpecObj as s into mydb.sdss_dr1#_MZR    JOIN photoobjall as ph on s.bestObjID=ph.objID JOIN galSpecIndx as gs on s.specObjID=gs.specObjID JOIN galSpecInfo as gi on s.specObjID=gi.specObjID JOIN galSpecLine as gl on s.specObjID=gl.specObjID JOIN galSpecExtra as ge on s.specObjID=ge.specObjID JOIN wISE_xmatch as wg on s.bestObjID=wg.sdss_objid JOIN wISE_allsky as ws on ws.cntr =wg.wise_cntr INNER JOIN specDR7 as d on d.specObjID =s.specObjID      WHERE s.z BETWEEN # AND #"
2019-04-26 07:58:00,1
2019-04-26 08:09:00,1
