76,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-26 02:05:00,20
2019-04-26 02:10:00,17
2019-04-26 04:40:00,1
2019-04-26 05:15:00,2
2019-04-26 05:20:00,1
2019-04-26 05:30:00,1
2019-04-26 05:55:00,1
2019-04-26 06:00:00,1
2019-04-26 06:40:00,1
2019-04-26 08:15:00,1
2019-04-26 08:20:00,1
2019-04-26 08:55:00,9
2019-04-26 09:00:00,2
2019-04-26 10:05:00,1
2019-04-26 11:02:00,1
2019-04-26 17:05:00,1
2019-04-26 17:10:00,1
2019-04-26 17:15:00,1
2019-04-26 17:20:00,1
2019-04-26 17:40:00,1
2019-04-26 17:45:00,1
2019-04-26 19:15:00,1
2019-04-26 19:36:00,1
2019-04-26 19:39:00,1
2019-04-26 21:20:00,2
2019-04-26 21:37:00,1
2019-04-26 23:15:00,1
2019-04-26 23:20:00,2
2019-04-26 23:30:00,1
