82,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-26 00:03:00,1
2019-04-26 01:11:00,1
2019-04-26 01:14:00,1
2019-04-26 01:17:00,1
2019-04-26 05:29:00,1
2019-04-26 05:32:00,1
2019-04-26 05:33:00,1
2019-04-26 05:34:00,2
2019-04-26 05:37:00,2
2019-04-26 05:38:00,1
2019-04-26 05:49:00,1
2019-04-26 05:56:00,1
2019-04-26 05:58:00,1
2019-04-26 06:00:00,1
2019-04-26 15:03:00,60
2019-04-26 15:20:00,1
2019-04-26 22:11:00,1
2019-04-26 22:16:00,1
2019-04-26 22:20:00,1
2019-04-26 22:23:00,1
2019-04-26 22:26:00,1
